"country","date","name","actual","consensus","previous","volatility"
"Colombia","20120611 n/a:00","Corpus Christi","","","","0"
"Australia","20120611 n/a:00","Queen's Birthday","","","","0"
"China","20120611 01:00:00","M2 Money Supply (YoY)","","","12.800  %","1"
"Japan","20120611 05:00:00","Consumer Confidence Index"," 40.700 "," 39.900 "," 40.000 ","2"
"Japan","20120611 06:00:00","Machine Tool Orders (YoY)","","","1.600  %","2"
"France","20120611 06:45:00","Industrial Output (MoM)","","0.000  %","-0.900  %","1"
"Romania","20120611 07:00:00","Consumer Price Index","","","1.800  %","1"
"Czech Republic","20120611 07:00:00","Consumer Price Index (MoM)","","","0.000  %","1"
"Denmark","20120611 07:00:00","Consumer Price Index (YoY)","","","2.300  %","1"
"Czech Republic","20120611 07:00:00","Consumer Price Index (YoY)","","","3.500  %","1"
"Denmark","20120611 07:00:00","Current Account","",""," 2.200 ","1"
"Turkey","20120611 07:00:00","Current Account Balance","","","$ -6.100 ","1"
"Romania","20120611 07:00:00","Industrial Production (MoM)","","","0.700  %","1"
"Denmark","20120611 07:00:00","Inflation (HICP) (YoY)","","","2.300  %","1"
"Romania","20120611 07:00:00","Trade Balance","","","€ -0.714 ","1"
"Denmark","20120611 07:00:00","Trade Balance","",""," 6.000 ","1"
"Norway","20120611 08:00:00","Consumer Price Index (MoM)","","","0.100  %","1"
"Norway","20120611 08:00:00","Consumer Price Index (YoY)","","","0.300  %","1"
"Norway","20120611 08:00:00","Core Inflation ","","","0.700  %","1"
"Norway","20120611 08:00:00","Core Inflation (MoM)","","","0.100  %","1"
"Italy","20120611 08:00:00","Gross Domestic Product (QoQ)","","-0.800  %","-0.700  %","1"
"Italy","20120611 08:00:00","Gross Domestic Product (YoY)","","-1.300  %","-0.400  %","1"
"Norway","20120611 08:00:00","Producer Price Index (YoY)","","","2.500  %","1"
"Portugal","20120611 10:00:00","Global Trade Balance","","","€ -2.681 ","1"
"Mexico","20120611 13:00:00","Industrial Output (MoM)","","","1.500  %","1"
"Mexico","20120611 13:00:00","Industrial Output (YoY)","","","3.100  %","1"
"United States","20120611 16:00:00","Fed's Lockhart speech","","","","1"
"United States","20120611 16:00:00","Fed's William Dudley speech","","","","1"
"New Zealand","20120611 22:45:00","Electronic Card Retail Sales  (MoM)",""," 0.300 "," 0.800 ","2"
"New Zealand","20120611 22:45:00","Electronic Card Retail Sales (YoY)","","4.200  %","1.200  %","2"
"United Kingdom","20120611 23:01:00","RICS Housing Price Balance","","-17.000  %","-19.000  %","2"
"Japan","20120611 23:50:00","Domestic Corporate Goods Price Index (MoM)","","-0.400  %","0.300  %","1"
"Japan","20120611 23:50:00","Domestic Corporate Goods Price Index (YoY)","","-0.400  %","-0.200  %","1"
"Japan","20120611 23:50:00","Tertiary Industry Index (MoM)","","0.400  %","-0.600  %","2"
