"country","date","name","actual","consensus","previous","volatility"
"Australia","20150806 01:30:00","Unemployment Rate s.a.","","","","3"
"Australia","20150806 01:30:00","Participation Rate","","","","3"
"Australia","20150806 01:30:00","Employment Change s.a.","","","","3"
"Australia","20150806 01:30:00","Part-time employment","","","","3"
"Australia","20150806 01:30:00","Fulltime employment","","","","3"
"Japan","20150806 05:00:00","Coincident Index","","","","2"
"Japan","20150806 05:00:00","Leading Economic Index","","","","2"
"Switzerland","20150806 05:45:00","SECO Consumer Climate (3m)","","","","2"
"Germany","20150806 06:00:00","Factory Orders s.a. (MoM)","","","","1"
"Germany","20150806 06:00:00","Factory Orders n.s.a. (YoY)","","","","1"
"United Kingdom","20150806 06:00:00","Halifax House Prices (3m/YoY)","","","","1"
"United Kingdom","20150806 06:00:00","Halifax House Prices (MoM)","","","","1"
"United Kingdom","20150806 08:30:00","Industrial Production (MoM)","","","","1"
"United Kingdom","20150806 08:30:00","Manufacturing Production (MoM)","","","","1"
"United Kingdom","20150806 08:30:00","Industrial Production (YoY)","","","","2"
"United Kingdom","20150806 08:30:00","Manufacturing Production (YoY)","","","","1"
"United Kingdom","20150806 11:00:00","Bank of England Minutes","","","","2"
"United Kingdom","20150806 11:00:00","BOE MPC Vote Hike","","","","3"
"European Monetary Union","20150806 11:00:00","BOE MPC Vote Hike","","","","2"
"United Kingdom","20150806 11:00:00","BoE Interest Rate Decision","","","","3"
"European Monetary Union","20150806 11:00:00","BoE Interest Rate Decision","","","","2"
"United Kingdom","20150806 11:00:00","Bank of England Quarterly Inflation Report","","","","3"
"European Monetary Union","20150806 11:00:00","Bank of England Quarterly Inflation Report","","","","2"
"United Kingdom","20150806 11:00:00","BOE MPC Vote Unchanged","","","","3"
"European Monetary Union","20150806 11:00:00","BOE MPC Vote Unchanged","","","","2"
"United Kingdom","20150806 11:00:00","BoE Asset Purchase Facility","","","","3"
"European Monetary Union","20150806 11:00:00","BoE Asset Purchase Facility","","","","2"
"United Kingdom","20150806 11:00:00","BOE MPC Vote Cut","","","","3"
"European Monetary Union","20150806 11:00:00","BOE MPC Vote Cut","","","","2"
"United States","20150806 11:30:00","Challenger Job Cuts (YoY)","","","","1"
"United Kingdom","20150806 11:45:00","BOE's Governor Carney speech","","","","3"
"European Monetary Union","20150806 11:45:00","BOE's Governor Carney speech","","","","2"
"United States","20150806 12:30:00","Initial Jobless Claims","","","","1"
"United States","20150806 12:30:00","Continuing Jobless Claims","","","","1"
"United Kingdom","20150806 14:00:00","NIESR GDP Estimate (3M)","","","","3"
"European Monetary Union","20150806 14:00:00","NIESR GDP Estimate (3M)","","","","2"
"United States","20150806 14:30:00","EIA Natural Gas Storage change","","","","1"
"Australia","20150806 23:30:00","AiG Performance of Construction Index","","","","2"
"Japan","20150806 23:50:00","JP Foreign Reserves","","","","1"
