"country","date","name","actual","consensus","previous","volatility"
"Iceland","20120208 00:00:00","CBI Interest Rate Decision","","","4.750  %","1"
"United Kingdom","20120208 00:01:00","BRC Shop Price Index (MoM)","1.400  %","","1.700  %","1"
"Korea, Republic of","20120208 03:00:00","Money Supply Growth","",""," 8.900 ","1"
"Japan","20120208 05:00:00","Eco Watchers Survey: Current",""," 47.400 "," 47.000 ","2"
"Japan","20120208 05:00:00","Eco Watchers Survey: Outlook",""," 45.500 "," 44.400 ","2"
"Switzerland","20120208 06:45:00","Unemployment Rate n.s.a (MoM)","","3.500  %","3.300  %","2"
"Germany","20120208 07:00:00","Trade Balance s.a.","","€ 14.000 ","€ 15.100 ","2"
"Germany","20120208 07:00:00","Current Account n.s.a.","","€ 15.200 ","€ 14.300 ","1"
"France","20120208 07:45:00","Budget","","","€ -97.200 ","1"
"Denmark","20120208 08:00:00","Current Account","",""," 12.600 ","1"
"Slovakia","20120208 08:00:00","Foreign Trade Balance","","","€ 327.500 ","1"
"Slovakia","20120208 08:00:00","Industrial Output (YoY)","","","0.400  %","1"
"Spain","20120208 08:00:00","Industrial Output Cal Adjusted (YoY)","","","-7.000  %","1"
"Turkey","20120208 08:00:00","Industrial Production (YoY)","","","8.400  %","1"
"Hungary","20120208 08:00:00","Trade Balance","","","€ 663.400 ","1"
"Denmark","20120208 08:00:00","Trade Balance","",""," 7.100 ","1"
"Czech Republic","20120208 08:00:00","Unemployment Rate","","","8.600  %","1"
"South Africa","20120208 09:30:00","Business Confidence Index","",""," 99.100 ","1"
"Poland","20120208 10:00:00","NBP Base rate","","","4.500  %","1"
"Chile","20120208 11:00:00","Consumer Price Index (Inflation) (MoM)","","","0.600  %","1"
"Chile","20120208 11:00:00","Core Consumer Price Index (Inflation) (MoM)","","","0.700  %","1"
"India","20120208 11:30:00","M3 Money Supply","","","15.800  %","1"
"United States","20120208 12:00:00","MBA Mortgage Applications","","","-2.900  %","1"
"Canada","20120208 13:15:00","Housing Starts s.a (YoY)",""," 192.000 "," 200.200 ","2"
"United States","20120208 15:30:00","EIA Crude Oil Stocks change","",""," 4.175 ","1"
"Korea, Republic of","20120208 21:00:00","Producer Price Index Growth","","","0.200  %","1"
"Korea, Republic of","20120208 21:00:00","Producer Price Index Growth (YoY)","","","4.300  %","1"
"New Zealand","20120208 21:45:00","Unemployment Rate","","6.500  %","6.600  %","2"
"New Zealand","20120208 21:45:00","Employment Change","","0.400  %","0.200  %","2"
"Japan","20120208 23:50:00","Core Machinery Orders (MoM)","","-5.000  %","14.800  %","1"
"Japan","20120208 23:50:00","Money Supply M2+CD (YoY)","","3.100  %","3.100  %","1"
