"country","date","name","actual","consensus","previous","volatility"
"China","20161005 00:00:00","National Day","","","","0"
"New Zealand","20161005 00:00:00","ANZ Commodity Price","","","","1"
"Russia","20161005 00:00:00","Purchasing Manager Index Services","","","","1"
"Japan","20161005 00:30:00","Markit Services PMI","","","","1"
"Australia","20161005 00:30:00","Retail Sales s.a. (MoM)","","","","2"
"United States","20161005 00:40:00","Fed's Evans Speech","","","","1"
"Australia","20161005 05:30:00","RBA Assistant Governor Kent Speech","","","","2"
"European Monetary Union","20161005 07:00:00","Non-monetary policy's ECB meeting","","","","1"
"Spain","20161005 07:15:00","Markit Services PMI","","","","1"
"Italy","20161005 07:45:00","Markit Services PMI","","","","1"
"France","20161005 07:50:00","Markit PMI Composite","","","","1"
"France","20161005 07:50:00","Markit Services PMI","","","","1"
"Germany","20161005 07:55:00","Markit Services PMI","","","","1"
"Germany","20161005 07:55:00","Markit PMI Composite","","","","1"
"European Monetary Union","20161005 08:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20161005 08:00:00","Markit PMI Composite","","","","1"
"United Kingdom","20161005 08:30:00","Markit Services PMI","","","","1"
"European Monetary Union","20161005 09:00:00","Retail Sales (MoM)","","","","1"
"European Monetary Union","20161005 09:00:00","Retail Sales (YoY)","","","","1"
"Germany","20161005 09:30:00","10-y Bond Auction","","","","2"
"United States","20161005 11:00:00","MBA Mortgage Applications","","","","1"
"United States","20161005 12:15:00","ADP Employment Change","","","","2"
"United States","20161005 12:30:00","Trade Balance","","","","2"
"Canada","20161005 12:30:00","Imports","","","","1"
"Canada","20161005 12:30:00","International Merchandise Trade","","","","1"
"Canada","20161005 12:30:00","Exports","","","","1"
"United States","20161005 13:45:00","Markit Services PMI","","","","2"
"United States","20161005 13:45:00","Markit PMI Composite","","","","2"
"United States","20161005 14:00:00","ISM Non-Manufacturing PMI","","","","2"
"United States","20161005 14:00:00","Factory Orders (MoM)","","","","2"
"United States","20161005 14:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20161005 17:00:00","5-Year Note Auction","","","","1"
"Japan","20161005 23:50:00","Foreign bond investment","","","","2"
"Japan","20161005 23:50:00","Foreign investment in Japan stocks","","","","2"
