"country","date","name","actual","consensus","previous","volatility"
"Australia","20150305 00:30:00","Retail Sales s.a. (MoM)","0.400  %","0.400  %","0.200  %","2"
"Australia","20150305 00:30:00","Trade Balance"," -980.000 M"," -950.000 M"," -503.000 M","2"
"Australia","20150305 01:30:00","RBA Deputy Governor Lowe Speech","","","","2"
"France","20150305 06:30:00","ILO Unemployment","10.400  %","","10.300  %","2"
"Germany","20150305 07:00:00","Factory Orders n.s.a. (YoY)","-0.100  %","","3.900  %","2"
"United Kingdom","20150305 08:00:00","Halifax House Prices (3m/YoY)","8.300  %","8.500  %","8.500  %","1"
"United Kingdom","20150305 08:00:00","Halifax House Prices (MoM)","-0.300  %","-0.200  %","1.900  %","1"
"Italy","20150305 09:00:00","Gross Domestic Product (YoY)","-0.500  %","-0.300  %","-0.500  %","2"
"United Kingdom","20150305 12:00:00","BoE Interest Rate Decision","0.500  %","0.500  %","0.500  %","2"
"European Monetary Union","20150305 12:00:00","BoE Interest Rate Decision","0.500  %","0.500  %","0.500  %","2"
"United Kingdom","20150305 12:00:00","BoE Asset Purchase Facility","£ 375.000 B","£ 375.000 B","£ 375.000 B","2"
"European Monetary Union","20150305 12:00:00","BoE Asset Purchase Facility","£ 375.000 B","£ 375.000 B","£ 375.000 B","2"
"European Monetary Union","20150305 12:45:00","ECB Interest Rate Decision","0.050  %","0.050  %","0.050  %","2"
"Russia","20150305 13:00:00","Consumer Price Index (MoM)","2.200  %","","3.900  %","1"
"European Monetary Union","20150305 13:30:00","ECB Monetary policy statement and press conference","","","","3"
"United States","20150305 13:30:00","Initial Jobless Claims"," 320.000 K"," 295.000 K"," 313.000 K","2"
"United States","20150305 13:30:00","Continuing Jobless Claims"," 2.421 M"," 2.400 M"," 2.404 M","2"
"United States","20150305 13:30:00","Unit Labor Costs","4.100  %","3.300  %","-2.300  %","1"
"United States","20150305 13:30:00","Nonfarm Productivity","-2.200  %","-2.300  %","3.700  %","1"
"Hungary","20150305 15:00:00","Budget Balance"," -256.900 B",""," -53.800 B","1"
"United States","20150305 15:00:00","Factory Orders (MoM)","-0.200  %","0.200  %","-3.500  %","2"
"United States","20150305 15:00:00","FOMC Member Williams speech","","","","1"
"Canada","20150305 15:00:00","Ivey Purchasing Managers Index"," 50.800 ",""," 42.600 ","2"
"Canada","20150305 15:00:00","Ivey Purchasing Managers Index s.a"," 49.700 "," 50.000 "," 45.400 ","2"
"United States","20150305 15:30:00","EIA Natural Gas Storage change"," -228.000 B"," -222.000 B"," -219.000 B","1"
"Australia","20150305 22:30:00","AiG Performance of Construction Index"," 43.900 ",""," 45.900 ","2"
"Japan","20150305 23:50:00","JP Foreign Reserves","","","$ 1,261.100 ","1"
