"country","date","name","actual","consensus","previous","volatility"
"Brazil","20170227 00:00:00","Carnival","","","","0"
"Greece","20170227 00:00:00",""Ash Monday "","","","","0"
"Australia","20170227 00:30:00","Company Gross Operating Profits (QoQ)","","","","1"
"Spain","20170227 08:00:00","HICP (YoY)","","","","1"
"Italy","20170227 09:00:00","Trade Balance non-EU","","","","1"
"European Monetary Union","20170227 09:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20170227 09:00:00","M3 Money Supply (3m)","","","","1"
"European Monetary Union","20170227 09:00:00","M3 Money Supply (YoY)","","","","1"
"Italy","20170227 10:00:00","10-y Bond Auction","","","","1"
"Italy","20170227 10:00:00","5-y Bond Auction","","","","1"
"European Monetary Union","20170227 10:00:00","Services Sentiment","","","","2"
"European Monetary Union","20170227 10:00:00","Consumer Confidence","","","","2"
"European Monetary Union","20170227 10:00:00","Industrial Confidence","","","","2"
"European Monetary Union","20170227 10:00:00","Business Climate","","","","2"
"European Monetary Union","20170227 10:00:00","Economic Sentiment Indicator","","","","2"
"Portugal","20170227 10:30:00","Business Confidence","","","","1"
"Portugal","20170227 10:30:00","Consumer Confidence","","","","1"
"Switzerland","20170227 12:30:00","SNB Gov Board Member Zurbrugg Speech","","","","1"
"Russia","20170227 13:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"United States","20170227 13:30:00","Durable Goods Orders","","","","3"
"United States","20170227 13:30:00","Durable Goods Orders ex Transportation","","","","3"
"Mexico","20170227 14:00:00","Jobless Rate s.a","","","","1"
" $"","20170227 14:00:00",""Trade Balance s/a","","","","Mexico"
" $"","20170227 14:00:00",""Trade Balance","","","","Mexico"
"Mexico","20170227 14:00:00","Jobless Rate","","","","1"
"United States","20170227 15:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20170227 15:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20170227 15:30:00","Dallas Fed Manufacturing Business Index","","","","2"
"United States","20170227 16:30:00","3-Month Bill Auction","","","","1"
"United States","20170227 16:30:00","6-Month Bill Auction","","","","1"
"New Zealand","20170227 21:45:00","Trade Balance (MoM)","","","","2"
"New Zealand","20170227 21:45:00","Imports","","","","2"
"New Zealand","20170227 21:45:00","Trade Balance (YoY)","","","","2"
"New Zealand","20170227 21:45:00","Exports","","","","2"
"Japan","20170227 23:50:00","Industrial Production (YoY)","","","","2"
"Japan","20170227 23:50:00","Industrial Production (MoM)","","","","2"
"Japan","20170227 23:50:00","Large Retailer's Sales","","","","2"
"Japan","20170227 23:50:00","Retail Trade s.a (MoM)","","","","2"
"Japan","20170227 23:50:00","Retail Trade (YoY)","","","","2"
