"country","date","name","actual","consensus","previous","volatility"
"Greece","20160502 00:00:00",""Orthodox Easter Monday "","","","","0"
"Australia","20160502 01:00:00","TD Securities Inflation (YoY)","","","","2"
"Australia","20160502 01:00:00","TD Securities Inflation (MoM)","","","","2"
"Australia","20160502 01:30:00","National Australia Bank's Business Confidence","","","","1"
"Australia","20160502 01:30:00","National Australia Bank's Business Conditions","","","","1"
"Japan","20160502 02:00:00","Nikkei Manufacturing PMI","","","","1"
"India","20160502 02:30:00","Infrastructure Output (YoY)","","","","1"
"Japan","20160502 05:00:00","Vehicle Sales (YoY)","","","","1"
"Australia","20160502 05:30:00","RBA Commodity Index SDR (YoY)","","","","1"
"Spain","20160502 07:15:00","Markit Manufacturing PMI","","","","1"
"Switzerland","20160502 07:15:00","Real Retail Sales (YoY)","","","","3"
"Switzerland","20160502 07:30:00","SVME - Purchasing Managers' Index","","","","1"
"Italy","20160502 07:45:00","Markit Manufacturing PMI","","","","1"
"France","20160502 07:50:00","Markit Manufacturing PMI","","","","1"
"Germany","20160502 07:55:00","Markit Manufacturing PMI","","","","2"
"Greece","20160502 08:00:00","Markit Manufacturing PMI","","","","1"
"European Monetary Union","20160502 08:00:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20160502 08:30:00","Markit Manufacturing PMI","","","","2"
"Australia","20160502 09:30:00","Budget Release","","","","3"
" INR"","20160502 10:30:00",""Federal Fiscal Deficit","","","","India"
"United States","20160502 12:50:00","Fed's Lockhart speech","","","","1"
"Canada","20160502 13:30:00","RBC Manufacturing PMI","","","","2"
"United States","20160502 13:45:00","Markit Manufacturing PMI","","","","2"
"United States","20160502 14:00:00","ISM Manufacturing PMI","","","","3"
"United States","20160502 14:00:00","ISM Prices Paid","","","","3"
"United States","20160502 14:00:00","Construction Spending (MoM)","","","","2"
"United States","20160502 15:30:00","3-Month Bill Auction","","","","1"
"United States","20160502 15:30:00","6-Month Bill Auction","","","","1"
"Switzerland","20160502 16:30:00","SNB Chairman Jordan Speech","","","","2"
"United States","20160502 19:00:00","Loan Officer Survey","","","","1"
"United States","20160502 21:30:00","FOMC Member Williams speech","","","","1"
