"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20161205 00:00:00","UK Supreme Court Hears Government-Parliament Brexit Appeal","","","","3"
"European Monetary Union","20161205 00:00:00","UK Supreme Court Hears Government-Parliament Brexit Appeal","","","","2"
"New Zealand","20161205 00:00:00","ANZ Commodity Price","","","","1"
"Russia","20161205 00:00:00","Purchasing Manager Index Services","","","","1"
"Australia","20161205 00:00:00","TD Securities Inflation (MoM)","","","","2"
"Australia","20161205 00:00:00","TD Securities Inflation (YoY)","","","","2"
"Australia","20161205 00:30:00","Company Gross Operating Profits (QoQ)","","","","1"
"Australia","20161205 00:30:00","ANZ Job Advertisements","","","","1"
"China","20161205 01:45:00","Caixin China Services PMI","","","","2"
"Japan","20161205 03:45:00","Bank of Japan Governor Kuroda Speech","","","","2"
"Japan","20161205 05:00:00","Consumer Confidence Index","","","","1"
"Spain","20161205 08:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"Spain","20161205 08:15:00","Markit Services PMI","","","","3"
"Italy","20161205 08:45:00","Markit Services PMI","","","","1"
"France","20161205 08:50:00","Markit Services PMI","","","","1"
"France","20161205 08:50:00","Markit PMI Composite","","","","1"
"Germany","20161205 08:55:00","Markit Services PMI","","","","1"
"Germany","20161205 08:55:00","Markit PMI Composite","","","","1"
"European Monetary Union","20161205 09:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20161205 09:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20161205 09:30:00","Markit Services PMI","","","","1"
"European Monetary Union","20161205 09:30:00","Sentix Investor Confidence","","","","1"
"European Monetary Union","20161205 10:00:00","Retail Sales (YoY)","","","","1"
"European Monetary Union","20161205 10:00:00","Retail Sales (MoM)","","","","1"
"United States","20161205 13:30:00","Fed's William Dudley speech","","","","1"
"United States","20161205 14:25:00","Fed's Evans Speech","","","","1"
"United States","20161205 14:45:00","Markit PMI Composite","","","","2"
"United States","20161205 14:45:00","Markit Services PMI","","","","2"
"United States","20161205 15:00:00","Labor Market Conditions Index","","","","2"
"United States","20161205 15:00:00","ISM Non-Manufacturing PMI","","","","2"
"United States","20161205 16:30:00","3-Month Bill Auction","","","","1"
"United States","20161205 16:30:00","6-Month Bill Auction","","","","1"
"United States","20161205 19:05:00","Fed's Bullard speech","","","","1"
"New Zealand","20161205 21:45:00","Building Permits s.a. (MoM)","","","","2"
