"country","date","name","actual","consensus","previous","volatility"
"Japan","20160603 00:00:00","Labor Cash Earnings (YoY)","","","","1"
"New Zealand","20160603 01:00:00","ANZ Commodity Price","","","","1"
"China","20160603 01:45:00","Caixin China Services PMI","","","","2"
"Spain","20160603 07:15:00","Markit Services PMI","","","","2"
"Italy","20160603 07:45:00","Markit Services PMI","","","","1"
"France","20160603 07:50:00","Markit PMI Composite","","","","1"
"France","20160603 07:50:00","Markit Services PMI","","","","1"
"Germany","20160603 07:55:00","Markit Services PMI","","","","2"
"Germany","20160603 07:55:00","Markit PMI Composite","","","","2"
"European Monetary Union","20160603 08:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20160603 08:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20160603 08:30:00","Markit Services PMI","","","","1"
"Spain","20160603 09:00:00","House Price Index (QoQ)","","","","1"
"European Monetary Union","20160603 09:00:00","Retail Sales (MoM)","","","","1"
"European Monetary Union","20160603 09:00:00","Retail Sales (YoY)","","","","1"
" USD"","20160603 11:30:00",""FX Reserves","","","","India"
"United States","20160603 12:30:00","Unemployment Rate","","","","3"
"United States","20160603 12:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20160603 12:30:00","Labor Force Participation Rate","","","","2"
"United States","20160603 12:30:00","Average Weekly Hours","","","","1"
"United States","20160603 12:30:00","Average Hourly Earnings (YoY)","","","","1"
"United States","20160603 12:30:00","Nonfarm Payrolls","","","","3"
"United States","20160603 12:30:00","Trade Balance","","","","2"
"Canada","20160603 12:30:00","Labor Productivity (QoQ)","","","","1"
"Canada","20160603 12:30:00","Exports","","","","1"
"Canada","20160603 12:30:00","International Merchandise Trade","","","","1"
"Canada","20160603 12:30:00","Imports","","","","1"
"United States","20160603 13:45:00","Markit Services PMI","","","","2"
"United States","20160603 13:45:00","Markit PMI Composite","","","","2"
"United States","20160603 14:00:00","ISM Non-Manufacturing PMI","","","","2"
"United States","20160603 14:00:00","Factory Orders (MoM)","","","","2"
"United States","20160603 17:30:00","FOMC Member Brainard Speech","","","","0"
