"country","date","name","actual","consensus","previous","volatility"
"Japan","20160729 00:00:00","BoJ Interest Rate Decision","","","","3"
"New Zealand","20160729 01:00:00","ANZ Activity Outlook","","","","1"
"New Zealand","20160729 01:00:00","ANZ Business Confidence","","","","1"
"Japan","20160729 01:00:00",""BoJ Monetary Policy Statement "","","","","3"
"Australia","20160729 01:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20160729 01:30:00","Private Sector Credit (MoM)","","","","1"
"Australia","20160729 01:30:00","Producer Price Index (QoQ)","","","","1"
"Australia","20160729 01:30:00","Producer Price Index (YoY)","","","","1"
"New Zealand","20160729 03:00:00","M3 Money Supply (YoY)","","","","1"
"Japan","20160729 04:00:00","Vehicle Production (YoY)","","","","1"
"Japan","20160729 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20160729 05:00:00","Construction Orders (YoY)","","","","1"
"Japan","20160729 05:00:00","Annualized Housing Starts","","","","1"
"Japan","20160729 05:00:00","BoJ outlook report","","","","2"
"France","20160729 05:30:00","Gross Domestic Product (QoQ)","","","","1"
"France","20160729 05:30:00","Gross Domestic Product (YoY)","","","","1"
"Germany","20160729 06:00:00","Retail Sales (MoM)","","","","1"
"Germany","20160729 06:00:00","Retail Sales (YoY)","","","","1"
"Japan","20160729 06:30:00","BoJ Press Conference","","","","3"
"France","20160729 06:45:00","Consumer Spending (MoM)","","","","1"
"France","20160729 06:45:00","Consumer Price Index (EU norm) final (YoY)","","","","2"
"Spain","20160729 07:00:00","HICP (YoY)","","","","1"
"Spain","20160729 07:00:00","Gross Domestic Product - Estimated (QoQ)","","","","1"
"Spain","20160729 07:00:00","Gross Domestic Product - Estimated (YoY)","","","","1"
"Spain","20160729 07:00:00","Current Account Balance","","","","1"
"Switzerland","20160729 07:00:00","KOF Leading Indicator","","","","2"
"Italy","20160729 08:00:00","Unemployment","","","","2"
"United Kingdom","20160729 08:30:00","Net Lending to Individuals (MoM)","","","","1"
"United Kingdom","20160729 08:30:00","Consumer Credit","","","","2"
"United Kingdom","20160729 08:30:00","Mortgage Approvals","","","","2"
"United Kingdom","20160729 08:30:00","M4 Money Supply (YoY)","","","","1"
"United Kingdom","20160729 08:30:00","M4 Money Supply (MoM)","","","","1"
"Italy","20160729 09:00:00","Producer Price Index (MoM)","","","","1"
"Italy","20160729 09:00:00","Producer Price Index (YoY)","","","","1"
"Italy","20160729 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20160729 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20160729 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20160729 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Greece","20160729 09:00:00","Retail Sales (YoY)","","","","1"
"Greece","20160729 09:00:00","Producer Price Index (YoY)","","","","1"
"European Monetary Union","20160729 09:00:00","Gross Domestic Product s.a. (YoY)","","","","3"
"European Monetary Union","20160729 09:00:00","Gross Domestic Product s.a. (QoQ)","","","","2"
"European Monetary Union","20160729 09:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20160729 09:00:00","Consumer Price Index - Core (YoY)","","","","2"
"European Monetary Union","20160729 09:00:00","Consumer Price Index (YoY)","","","","2"
"Russia","20160729 10:30:00","Interest rate decision","","","","2"
"United States","20160729 12:30:00","Gross Domestic Product Price Index","","","","2"
"United States","20160729 12:30:00","Gross Domestic Product Annualized","","","","3"
"United States","20160729 12:30:00","Employment cost index","","","","1"
"United States","20160729 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","","","3"
"United States","20160729 12:30:00","Core Personal Consumption Expenditures (QoQ)","","","","2"
"Canada","20160729 12:30:00","Raw Material Price Index","","","","1"
"Canada","20160729 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20160729 12:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20160729 13:30:00","FOMC Member Williams speech","","","","1"
"Brazil","20160729 13:30:00","Nominal Budget Balance","","","","1"
"Brazil","20160729 13:30:00","Primary Budget Surplus","","","","1"
"United States","20160729 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20160729 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United States","20160729 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
" pesos"","20160729 19:30:00",""Fiscal Balance","","","","Mexico"
"European Monetary Union","20160729 20:00:00","Bank Stress Test Info","","","","3"
