"country","date","name","actual","consensus","previous","volatility"
"Japan","20160111 00:00:00","Coming-of-Age Day","","","","0"
"Australia","20160111 00:30:00","ANZ Job Advertisements","","","","1"
"China","20160111 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20160111 02:00:00","New Loans","","","","1"
"Spain","20160111 08:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"Switzerland","20160111 08:15:00","Real Retail Sales (YoY)","","","","3"
"European Monetary Union","20160111 09:30:00","Sentix Investor Confidence","","","","1"
"Canada","20160111 13:15:00","Housing Starts s.a (YoY)","","","","2"
"United States","20160111 15:00:00","Labor Market Conditions Index","","","","2"
"Canada","20160111 15:30:00","Bank of Canada Business Outlook Survey","","","","2"
"United States","20160111 16:30:00","3-Month Bill Auction","","","","1"
"United States","20160111 16:30:00","6-Month Bill Auction","","","","1"
"United States","20160111 17:40:00","Fed's Lockhart speech","","","","1"
"Japan","20160111 23:50:00","Bank lending (YoY)","","","","1"
"Japan","20160111 23:50:00","Current Account n.s.a.","","","","1"
"Japan","20160111 23:50:00","Trade Balance - BOP Basis","","","","1"
