"country","date","name","actual","consensus","previous","volatility"
"Australia","20170720 01:30:00","National Australia Bank's Business Confidence (QoQ)","","","","2"
"Australia","20170720 01:30:00","Part-time employment","","","","1"
"Australia","20170720 01:30:00","Employment Change s.a.","","","","3"
"Australia","20170720 01:30:00","Fulltime employment","","","","1"
"Australia","20170720 01:30:00","Unemployment Rate s.a.","","","","3"
"Australia","20170720 01:30:00","Participation Rate","","","","1"
"Japan","20170720 02:00:00","BoJ Interest Rate Decision","","","","3"
"Japan","20170720 02:00:00",""BoJ Monetary Policy Statement "","","","","3"
"Japan","20170720 02:00:00","BoJ outlook report","","","","2"
"Japan","20170720 04:30:00","All Industry Activity Index (MoM)","","","","2"
"Germany","20170720 06:00:00","Producer Price Index (YoY)","","","","2"
"Germany","20170720 06:00:00","Producer Price Index (MoM)","","","","2"
"Switzerland","20170720 06:00:00","Exports (MoM)","","","","1"
"Switzerland","20170720 06:00:00","Trade Balance","","","","1"
"Switzerland","20170720 06:00:00","Imports (MoM)","","","","1"
"Japan","20170720 06:30:00","BoJ Press Conference","","","","3"
"European Monetary Union","20170720 08:00:00","Current Account s.a","","","","1"
"European Monetary Union","20170720 08:00:00","Current Account n.s.a","","","","1"
"United Kingdom","20170720 08:30:00","Retail Sales ex-Fuel (MoM)","","","","2"
"United Kingdom","20170720 08:30:00","Retail Sales ex-Fuel (YoY)","","","","2"
"United Kingdom","20170720 08:30:00","Retail Sales (YoY)","","","","2"
"United Kingdom","20170720 08:30:00","Retail Sales (MoM)","","","","2"
"Spain","20170720 09:30:00","10-y Obligaciones Auction","","","","1"
"Spain","20170720 09:30:00","3-y Bond Auction","","","","1"
"Spain","20170720 09:30:00","5-y Bond Auction","","","","1"
"India","20170720 11:30:00","M3 Money Supply","","","","1"
"European Monetary Union","20170720 11:45:00","ECB Deposit Rate Decision","","","","3"
"European Monetary Union","20170720 11:45:00","ECB Interest Rate Decision","","","","3"
"Brazil","20170720 12:00:00","Mid-month Inflation","","","","1"
"United States","20170720 12:30:00","Continuing Jobless Claims","","","","2"
"United States","20170720 12:30:00","Initial Jobless Claims","","","","2"
"United States","20170720 12:30:00","Philadelphia Fed Manufacturing Survey","","","","2"
"European Monetary Union","20170720 12:30:00","ECB Monetary policy statement and press conference","","","","3"
"Russia","20170720 13:00:00","Central Bank Reserves $","","","","1"
"European Monetary Union","20170720 14:00:00","Consumer Confidence","","","","1"
"United States","20170720 14:30:00","EIA Natural Gas Storage change","","","","1"
"New Zealand","20170720 22:45:00","Visitor Arrivals (YoY)","","","","1"
"Japan","20170720 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20170720 23:50:00","Foreign bond investment","","","","2"
