"country","date","name","actual","consensus","previous","volatility"
"Australia","20170614 00:30:00","Westpac Consumer Confidence","","","","2"
"China","20170614 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20170614 02:00:00","Retail Sales (YoY)","","","","2"
"China","20170614 02:00:00","Industrial Production (YoY)","","","","2"
"China","20170614 02:00:00","Urban investment (YTD) (YoY)","","","","1"
"China","20170614 02:00:00","New Loans","","","","1"
"China","20170614 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20170614 04:30:00","Industrial Production (YoY)","","","","1"
"Japan","20170614 04:30:00","Industrial Production (MoM)","","","","1"
"Germany","20170614 06:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20170614 06:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20170614 06:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20170614 06:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"India","20170614 06:00:00","WPI Inflation","","","","1"
"United Kingdom","20170614 08:30:00","Claimant Count Rate","","","","2"
"United Kingdom","20170614 08:30:00","Claimant Count Change","","","","2"
"United Kingdom","20170614 08:30:00","Average Earnings including Bonus (3Mo/Yr)","","","","2"
"United Kingdom","20170614 08:30:00","ILO Unemployment Rate (3M)","","","","2"
"United Kingdom","20170614 08:30:00","Average Earnings excluding Bonus (3Mo/Yr)","","","","2"
"Germany","20170614 09:00:00","10-y Bond Auction","","","","2"
"European Monetary Union","20170614 09:00:00","Industrial Production w.d.a. (YoY)","","","","2"
"European Monetary Union","20170614 09:00:00","Industrial Production s.a. (MoM)","","","","2"
"European Monetary Union","20170614 09:00:00","Employment Change (QoQ)","","","","1"
"European Monetary Union","20170614 09:00:00","Employment Change (YoY)","","","","1"
"United States","20170614 11:00:00","MBA Mortgage Applications","","","","1"
"India","20170614 11:00:00","Trade Deficit - RBI","","","","1"
"India","20170614 11:00:00","Trade Deficit Government","","","","1"
"India","20170614 11:30:00","Balance Payment $","","","","1"
"India","20170614 11:30:00","Current Account Balance $","","","","1"
"Russia","20170614 12:00:00","Budget Fulfilment","","","","1"
"United States","20170614 12:30:00","Retail Sales ex Autos (MoM)","","","","2"
"United States","20170614 12:30:00","Retail Sales (MoM)","","","","3"
"United States","20170614 12:30:00","Retail Sales control group","","","","2"
"United States","20170614 12:30:00","Consumer Price Index Ex Food & Energy (MoM)","","","","2"
"United States","20170614 12:30:00","Consumer Price Index (YoY)","","","","3"
"United States","20170614 12:30:00","Consumer Price Index Ex Food & Energy (YoY)","","","","3"
"United States","20170614 12:30:00","Consumer Price Index Core s.a","","","","1"
"United States","20170614 12:30:00","Consumer Price Index n.s.a (MoM)","","","","1"
"United States","20170614 12:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20170614 14:00:00","Business Inventories","","","","1"
"United States","20170614 14:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20170614 18:00:00","FOMC Economic Projections","","","","3"
"United States","20170614 18:00:00","Fed's Monetary Policy Statement","","","","3"
"United States","20170614 18:00:00","Fed Interest Rate Decision","","","","3"
"United States","20170614 18:30:00","FOMC Press conference","","","","3"
"New Zealand","20170614 22:45:00","Gross Domestic Product (QoQ)","","","","2"
"New Zealand","20170614 22:45:00","Gross Domestic Product (YoY)","","","","2"
"Japan","20170614 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20170614 23:50:00","Foreign bond investment","","","","2"
