"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20150619 00:00:00","EcoFin Meeting","","","","2"
"Japan","20150619 03:00:00",""BoJ Monetary Policy Statement "","","","","3"
"Japan","20150619 04:30:00","All Industry Activity Index (MoM)","","","","2"
"Japan","20150619 05:00:00","Leading Economic Index","","","","2"
"Japan","20150619 05:00:00","Coincident Index","","","","2"
"Germany","20150619 06:00:00","Producer Price Index (MoM)","","","","2"
"Germany","20150619 06:00:00","Producer Price Index (YoY)","","","","2"
"Japan","20150619 06:30:00",""BOJ Deputy Governor Nakaso Speech "","","","","1"
"European Monetary Union","20150619 08:00:00","Current Account n.s.a","","","","1"
"European Monetary Union","20150619 08:00:00","Current Account s.a","","","","1"
"United Kingdom","20150619 08:30:00","Public Sector Net Borrowing","","","","2"
" USD"","20150619 11:00:00",""FX Reserves","","","","India"
"Canada","20150619 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","3"
"Canada","20150619 12:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20150619 12:30:00","Consumer Price Index - Core (MoM)","","","","1"
"Canada","20150619 12:30:00","Consumer Price Index (YoY)","","","","3"
"Canada","20150619 12:30:00","Retail Sales ex Autos (MoM)","","","","3"
"Canada","20150619 12:30:00","Retail Sales (MoM)","","","","3"
"Canada","20150619 12:30:00","Consumer Price Index (MoM)","","","","2"
"United States","20150619 16:00:00","FOMC Member Mester speech","","","","1"
