"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20130204 09:30:00","Sentix Investor Confidence",""," -3.600 "," -7.000 ","2"
"European Monetary Union","20130204 10:00:00","Producer Price Index (YoY)","","2.200  %","2.100  %","2"
"European Monetary Union","20130204 10:00:00","Producer Price Index (MoM)","","-0.200  %","-0.200  %","2"
"Ireland","20130204 12:00:00","Consumer Confidence","",""," 49.800 ","1"
"Singapore","20130204 13:30:00","Purchasing Managers Index","",""," 48.600 ","1"
"Denmark","20130204 15:00:00","Currency Reserves","",""," 504.000 ","1"
"United States","20130204 15:00:00","Factory Orders (MoM)","","1.000  %","0.000  %","2"
"New Zealand","20130204 21:45:00","Labour cost index (QoQ)","","0.500  %","0.500  %","1"
"New Zealand","20130204 21:45:00","Labour cost index (YoY)","","1.900  %","2.100  %","1"
"Australia","20130204 22:30:00","AiG Performance of Services Index","",""," 43.200 ","1"
