"country","date","name","actual","consensus","previous","volatility"
"Germany","20171020 06:00:00","Producer Price Index (MoM)","","","","2"
"Germany","20171020 06:00:00","Producer Price Index (YoY)","","","","2"
"Japan","20171020 06:35:00","Bank of Japan Governor Kuroda Speech","","","","2"
"European Monetary Union","20171020 08:00:00","Current Account s.a","","","","1"
"European Monetary Union","20171020 08:00:00","Current Account n.s.a","","","","1"
"United Kingdom","20171020 08:30:00","Public Sector Net Borrowing","","","","2"
"European Monetary Union","20171020 10:00:00","European Council meeting","","","","2"
" USD"","20171020 11:30:00",""FX Reserves","","","","India"
"Brazil","20171020 12:00:00","Mid-month Inflation","","","","1"
"Canada","20171020 12:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Canada","20171020 12:30:00","Retail Sales (MoM)","","","","1"
"Canada","20171020 12:30:00","Consumer Price Index (MoM)","","","","2"
"Canada","20171020 12:30:00","Consumer Price Index - Core (MoM)","","","","2"
"Canada","20171020 12:30:00","Consumer Price Index (YoY)","","","","2"
"Canada","20171020 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20171020 12:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Mexico","20171020 13:00:00","Jobless Rate s.a","","","","1"
"Mexico","20171020 13:00:00","Jobless Rate","","","","1"
"United States","20171020 14:00:00","Existing Home Sales (MoM)","","","","1"
"United States","20171020 14:00:00","Existing Home Sales Change (MoM)","","","","1"
"United States","20171020 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20171020 18:00:00","FOMC Member Mester speech","","","","2"
"United States","20171020 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20171020 19:30:00","CFTC Oil NC net positions","","","","1"
"United States","20171020 19:30:00","CFTC USD NC net positions","","","","1"
"United Kingdom","20171020 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20171020 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20171020 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20171020 19:30:00","CFTC AUD NC net positions","","","","1"
"United States","20171020 23:15:00","Fed's Yellen Speech","","","","3"
