"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20121127 07:00:00","UBS Consumption Indicator","",""," 1.070 ","2"
"United Kingdom","20121127 09:30:00","Gross Domestic Product (QoQ)","","1.000  %","-0.400  %","2"
"United Kingdom","20121127 09:30:00","Gross Domestic Product (YoY)","","0.000  %","-0.500  %","2"
"United Kingdom","20121127 09:30:00","Total Business Investment (YoY)","","","3.100  %","2"
"Hungary","20121127 13:00:00","MNB Interest Rate Decision","","","6.250  %","1"
"United States","20121127 13:30:00","Durable Goods Orders","","-0.600  %","9.900  %","2"
"United States","20121127 13:30:00","Durable Goods Orders ex Transportation","","-0.500  %","2.000  %","2"
"United States","20121127 13:30:00","Fed's Bernanke Speech","","","","2"
"United States","20121127 13:55:00","Redbook index (YoY)","","","1.800  %","1"
"United States","20121127 13:55:00","Redbook index (MoM)","","","0.000  %","1"
"United States","20121127 14:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","2.900  %","2.000  %","1"
"United States","20121127 15:00:00","Consumer Confidence",""," 73.000 "," 72.200 ","2"
"United States","20121127 15:00:00","Housing Price Index (MoM)","","0.400  %","0.700  %","2"
"United States","20121127 15:00:00","Richmond Fed Manufacturing Index",""," -2.000 "," -7.000 ","1"
"United States","20121127 16:30:00","4-Week Bill Auction","","","0.155  %","1"
"Korea, Republic of","20121127 23:00:00","Current Account Balance","",""," 4.310 ","1"
"United States","20121127 23:00:00","Fed's Evans Speech","","","","1"
