"country","date","name","actual","consensus","previous","volatility"
"Japan","20161017 04:30:00","Industrial Production (YoY)","","","","2"
"Japan","20161017 04:30:00","Industrial Production (MoM)","","","","2"
"Japan","20161017 04:30:00","Capacity Utilization","","","","1"
"Italy","20161017 08:00:00","Trade Balance EU","","","","1"
"Italy","20161017 08:00:00","Global Trade Balance","","","","1"
"European Monetary Union","20161017 09:00:00","Consumer Price Index - Core (MoM)","","","","2"
"European Monetary Union","20161017 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20161017 09:00:00","Consumer Price Index (MoM)","","","","2"
"European Monetary Union","20161017 09:00:00","Consumer Price Index (YoY)","","","","3"
"Germany","20161017 10:00:00","German Buba Monthly Report","","","","1"
"United States","20161017 12:30:00","NY Empire State Manufacturing Index","","","","1"
"Canada","20161017 12:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"Canada","20161017 12:30:00","Canadian portfolio investment in foreign securities","","","","1"
"Russia","20161017 13:00:00","Industrial Output","","","","1"
"United States","20161017 13:15:00","Industrial Production (MoM)","","","","2"
"United States","20161017 13:15:00","Capacity Utilization","","","","2"
"United Kingdom","20161017 13:30:00","CB Leading Economic Index","","","","1"
"United States","20161017 15:30:00","3-Month Bill Auction","","","","1"
"United States","20161017 15:30:00","6-Month Bill Auction","","","","1"
"Australia","20161017 21:10:00","RBA Deputy Governor Lowe Speech","","","","2"
"New Zealand","20161017 22:45:00","Consumer Price Index (QoQ)","","","","2"
"New Zealand","20161017 22:45:00","Consumer Price Index (YoY)","","","","3"
