"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20130912 01:10:00","RBNZ Governor Wheeler Speech","","","","2"
"Australia","20130912 01:30:00","Employment Change s.a.",""," 10,000.000 "," -10,200.000 ","2"
"Australia","20130912 01:30:00","Fulltime employment","",""," -6,700.000 ","2"
"Australia","20130912 01:30:00","Unemployment Rate s.a.","","5.800  %","5.700  %","2"
"European Monetary Union","20130912 08:00:00","ECB Monthly Report","","","","2"
"European Monetary Union","20130912 09:00:00","Industrial Production w.d.a. (YoY)","","-0.100  %","0.300  %","2"
"United Kingdom","20130912 09:00:00","Inflation Report Hearings","","","","2"
"European Monetary Union","20130912 09:00:00","Inflation Report Hearings","","","","2"
"European Monetary Union","20130912 11:40:00","ECB President Draghi's Speech","","","","2"
"Brazil","20130912 12:00:00","Retail Sales (MoM)","","","0.500  %","1"
"United States","20130912 12:30:00","Import Price Index (YoY)","","","1.000  %","2"
"United States","20130912 12:30:00","Export Price Index (MoM)","","0.100  %","-0.100  %","1"
"United States","20130912 12:30:00","Export Price Index (YoY)","","","0.400  %","2"
"United States","20130912 12:30:00","Import Price Index (MoM)","","0.400  %","0.200  %","1"
"United States","20130912 12:30:00","Initial Jobless Claims",""," 330.000 "," 323.000 ","2"
"United States","20130912 12:30:00","Continuing Jobless Claims",""," 2.960 "," 2.951 ","1"
"Canada","20130912 12:30:00","New Housing Price Index (YoY)","","","1.800  %","2"
"Canada","20130912 12:30:00","New Housing Price Index (MoM)","","0.100  %","0.200  %","1"
"United States","20130912 13:00:00","Fed's William Dudley speech","","","","1"
"United States","20130912 14:30:00","EIA Natural Gas Storage change","",""," 58.000 ","1"
"United States","20130912 17:00:00","30-Year Bond Auction","","","3.652  %","1"
"United States","20130912 18:00:00","Monthly Budget Statement","","$ -150.000 ","$ -97.600 ","2"
"Chile","20130912 22:00:00","BCCH Interest Rate","","","5.000  %","1"
"New Zealand","20130912 22:30:00","Business NZ PMI","",""," 59.500 ","2"
"New Zealand","20130912 22:45:00","Food Price Index (MoM)","","","0.500  %","1"
