"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20130318 00:01:00","Rightmove House Price Index (YoY)","","","1.100  %","2"
"Switzerland","20130318 06:45:00","SECO Economic Forecasts","","","","2"
"Canada","20130318 12:30:00","Canadian portfolio investment in foreign securities","","","$ 5.470 ","1"
"Canada","20130318 12:30:00","Foreign portfolio investment in Canadian securities","","$ 7.850 ","$ -1.920 ","1"
"Chile","20130318 12:30:00","Gross Domestic Product (YoY)","",""," 5.700 ","1"
"Poland","20130318 13:00:00","Corporate Sector Wages","","","0.400  %","1"
"Poland","20130318 13:00:00","Net Inflation","","","1.400  %","1"
"United States","20130318 14:00:00","NAHB Housing Market Index",""," 47.000 "," 46.000 ","1"
"Australia","20130318 23:15:00","RBA Assist Gov Debelle Speech","","","","2"
"Australia","20130318 23:50:00","RBA Deputy Governor Lowe Speech","","","","1"
