"country","date","name","actual","consensus","previous","volatility"
"Australia","20120718 00:30:00","Westpac Leading Index (MoM)","","","0.500  %","1"
"China","20120718 04:30:00","House Price Index ","","","-1.500  %","1"
"Japan","20120718 06:00:00","Machine Tool Orders (YoY)","","","-3.000  %","2"
"Czech Republic","20120718 07:00:00","Producer Price Index (MoM)","","","0.000  %","1"
"Czech Republic","20120718 07:00:00","Producer Price Index (YoY)","","","1.700  %","1"
"South Africa","20120718 08:00:00","Consumer Price Index (MoM)","","","0.100  %","1"
"South Africa","20120718 08:00:00","Consumer Price Index (YoY)","","","5.700  %","1"
"United Kingdom","20120718 08:30:00","Bank of England Minutes","","","","3"
"United Kingdom","20120718 08:30:00","Claimant Count Change",""," 5.000 "," 8.100 ","3"
"United Kingdom","20120718 08:30:00","Average Earnings excluding Bonus (3Mo/Yr)","","1.900  %","1.800  %","1"
"United Kingdom","20120718 08:30:00","Average Earnings including Bonus (3Mo/Yr)","","1.400  %","1.400  %","2"
"United Kingdom","20120718 08:30:00","Claimant Count Rate","","4.900  %","4.900  %","2"
"United Kingdom","20120718 08:30:00","ILO Unemployment Rate (3M)","","8.200  %","8.200  %","2"
"European Monetary Union","20120718 09:00:00","Construction Output  s.a (MoM)","","","11.400  %","1"
"European Monetary Union","20120718 09:00:00","Construction Output w.d.a (YoY)","","","-2.700  %","1"
"Switzerland","20120718 09:00:00","ZEW Survey - Expectations","",""," -43.400 ","2"
"United States","20120718 11:00:00","MBA Mortgage Applications","","","-2.100  %","1"
"South Africa","20120718 11:00:00","Retail Sales (YoY)","","","1.000  %","1"
"Poland","20120718 12:00:00","Industrial Output (YoY)","","","4.600  %","1"
"Poland","20120718 12:00:00","Producer Price Index (YoY)","","","5.000  %","1"
"United States","20120718 12:30:00","Building Permits (MoM)",""," 0.765 "," 0.784 ","2"
"United States","20120718 12:30:00","Housing Starts (MoM)",""," 0.745 "," 0.708 ","1"
"United States","20120718 14:00:00","Fed's Bernanke testifies","","","","3"
"Canada","20120718 14:30:00","Bank of Canada Monetary Policy Report","","","","3"
"United States","20120718 14:30:00","EIA Crude Oil Stocks change",""," -0.500 "," -4.696 ","1"
"United States","20120718 18:00:00","Fed's Beige Book","","","","2"
