"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20131126 10:00:00","Inflation Report Hearings","","","","2"
"European Monetary Union","20131126 10:00:00","Inflation Report Hearings","","","","2"
"Hungary","20131126 13:00:00","MNB Interest Rate Decision","","","3.400  %","1"
"Slovakia","20131126 13:30:00","Current Account Balance EUR","","","€ 79.000 ","1"
"United States","20131126 13:30:00","Housing Starts (MoM)",""," 0.910 "," 0.891 ","1"
"United States","20131126 13:30:00","Building Permits (MoM)",""," 0.940 ","","1"
"United States","20131126 13:30:00","Building Permits (MoM)",""," 0.940 "," 0.926 ","2"
"United States","20131126 13:30:00","Housing Starts (MoM)",""," 0.920 ","","2"
"United States","20131126 13:55:00","Redbook index (MoM)","","","-0.700  %","1"
"United States","20131126 13:55:00","Redbook index (YoY)","","","3.500  %","1"
"United States","20131126 14:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","13.000  %","12.800  %","1"
"United States","20131126 15:00:00","Consumer Confidence",""," 72.900 "," 71.200 ","3"
"United States","20131126 15:00:00","Housing Price Index (MoM)","","0.500  %","0.300  %","1"
"United States","20131126 15:00:00","Richmond Fed Manufacturing Index",""," 3.000 "," 1.000 ","1"
"United States","20131126 16:30:00","4-Week Bill Auction","","","0.060  %","1"
"United States","20131126 18:00:00","5-Year Note Auction","","","1.300  %","1"
"Korea, Republic of","20131126 21:00:00","BOK Manufacturing BSI","","","","1"
"New Zealand","20131126 21:45:00","Trade Balance (MoM)","","$ -350.000 ","$ -199.000 ","2"
"New Zealand","20131126 21:45:00","Exports","","$ 4.050 ","$ 3.830 ","1"
"New Zealand","20131126 21:45:00","Imports","","$ 4.400 ","$ 4.030 ","1"
"New Zealand","20131126 21:45:00","Trade Balance (YoY)","","$ -1.140 ","$ -1.540 ","2"
