"country","date","name","actual","consensus","previous","volatility"
"Australia","20120821 01:30:00","RBA Meeting's Minutes","","","","2"
"New Zealand","20120821 03:00:00","RBNZ Inflation Expectations (YoY)","","","2.400  %","2"
"Japan","20120821 04:30:00","All Industry Activity Index (MoM)","","0.300  %","-0.300  %","2"
"United Kingdom","20120821 08:30:00","Public Sector Net Borrowing","","£ -2.550 ","£ 12.083 ","2"
"United States","20120821 12:00:00","Fed's Lockhart speech","","","","1"
"Poland","20120821 12:00:00","Net Inflation","","","2.300  %","1"
"Canada","20120821 12:30:00","Wholesale Sales (MoM)","","0.100  %","0.900  %","1"
"Belgium","20120821 13:00:00","Consumer Confidence Index","",""," -13.000 ","1"
"United States","20120821 15:30:00","4-Week Bill Auction","","","0.110  %","1"
"United States","20120821 15:30:00","52-week Bill auction","","","0.205  %","1"
"Canada","20120821 17:00:00","BoC Governor Council Member Cote Speaks","","","","2"
"Argentina","20120821 19:00:00","Unemployment Rate (QoQ)","",""," 7.100 ","1"
"Argentina","20120821 21:00:00","Primary Budget Balance (MoM)","","","","1"
"Japan","20120821 23:50:00","Merchandise Trade Balance Total","","¥ -261.000 ","¥ 61.700 ","2"
"Japan","20120821 23:50:00","Adjusted Merchandise Trade Balance","","¥ -443.000 ","¥ -300.754 ","1"
"Japan","20120821 23:50:00","Exports (YoY)","","-2.900  %","-2.300  %","1"
"Japan","20120821 23:50:00","Imports (YoY)","","3.100  %","-2.200  %","1"
