"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20180125 00:00:00","ANZ Activity Outlook","","","","1"
"European Monetary Union","20180125 00:00:00","EcoFin Meeting","","","","2"
"Switzerland","20180125 00:00:00","World Economic Forum - Davos","","","","2"
"Germany","20180125 07:00:00","Gfk Consumer Confidence Survey","","","","2"
"Spain","20180125 07:00:00","Unemployment Survey","","","","1"
"Germany","20180125 09:00:00","IFO - Business Climate","","","","2"
"Germany","20180125 09:00:00","IFO - Current Assessment","","","","2"
"Germany","20180125 09:00:00","IFO - Expectations","","","","2"
"Italy","20180125 09:00:00","Trade Balance non-EU","","","","1"
"Italy","20180125 09:00:00","Industrial Sales n.s.a. (YoY)","","","","1"
"Italy","20180125 09:00:00","Industrial Sales s.a. (MoM)","","","","1"
"Italy","20180125 09:00:00","Industrial Orders s.a (MoM)","","","","1"
"Italy","20180125 09:00:00","Industrial Orders n.s.a (YoY)","","","","1"
"United Kingdom","20180125 09:30:00","BBA Mortgage Approvals","","","","1"
"United Kingdom","20180125 11:00:00","CBI Distributive Trades Survey - Realized (MoM)","","","","1"
"European Monetary Union","20180125 12:45:00","ECB Interest Rate Decision","","","","3"
"European Monetary Union","20180125 12:45:00","ECB Deposit Rate Decision","","","","3"
"Russia","20180125 13:00:00","Central Bank Reserves $","","","","1"
"Russia","20180125 13:00:00","Unemployment Rate","","","","1"
"United States","20180125 13:30:00","Continuing Jobless Claims","","","","2"
"United States","20180125 13:30:00","Initial Jobless Claims","","","","2"
"United States","20180125 13:30:00","Wholesale Inventories","","","","1"
"United States","20180125 13:30:00","Goods Trade Balance","","","","1"
"European Monetary Union","20180125 13:30:00","ECB Monetary policy statement and press conference","","","","3"
"Canada","20180125 13:30:00","Retail Sales (MoM)","","","","3"
"Canada","20180125 13:30:00","Retail Sales ex Autos (MoM)","","","","3"
"Mexico","20180125 14:00:00","Retail Sales (MoM)","","","","1"
"Mexico","20180125 14:00:00","Retail Sales (YoY)","","","","1"
"United States","20180125 15:00:00","New Home Sales (MoM)","","","","2"
"United States","20180125 15:00:00","New Home Sales Change (MoM)","","","","2"
"United States","20180125 15:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20180125 16:00:00","Kansas Fed manufacturing activity","","","","1"
"United States","20180125 18:00:00","7-Year Note Auction","","","","1"
"Japan","20180125 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
"Japan","20180125 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
" Energy (YoY)"","20180125 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20180125 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
"Japan","20180125 23:30:00","National Consumer Price Index (YoY)","","","","2"
" Energy (YoY)"","20180125 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20180125 23:50:00","Corporate Service Price (YoY)","","","","1"
"Japan","20180125 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","3"
