"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20170203 00:00:00","ANZ Commodity Price","","","","1"
"Russia","20170203 00:00:00","Purchasing Manager Index Services","","","","1"
"Japan","20170203 00:30:00","Markit Services PMI","","","","1"
"China","20170203 01:45:00","Caixin Manufacturing PMI","","","","2"
"Brazil","20170203 07:00:00","Fipe's IPC Inflation","","","","1"
"Spain","20170203 08:15:00","Markit Services PMI","","","","1"
"Italy","20170203 08:45:00","Markit Services PMI","","","","1"
"France","20170203 08:50:00","Markit PMI Composite","","","","1"
"France","20170203 08:50:00","Markit Services PMI","","","","1"
"Germany","20170203 08:55:00","Markit Services PMI","","","","1"
"Germany","20170203 08:55:00","Markit PMI Composite","","","","1"
"European Monetary Union","20170203 09:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20170203 09:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20170203 09:30:00","Markit Services PMI","","","","1"
"Italy","20170203 10:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20170203 10:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170203 10:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20170203 10:00:00","Consumer Price Index (YoY)","","","","1"
"European Monetary Union","20170203 10:00:00","Retail Sales (MoM)","","","","1"
"European Monetary Union","20170203 10:00:00","Retail Sales (YoY)","","","","1"
"Russia","20170203 10:30:00","Interest rate decision","","","","2"
"India","20170203 11:30:00","Bank Loan Growth","","","","1"
" USD"","20170203 11:30:00",""FX Reserves","","","","India"
"Russia","20170203 13:00:00","Gross Domestic Product Quarterly (YoY)","","","","1"
"United States","20170203 13:30:00","Average Weekly Hours","","","","2"
"United States","20170203 13:30:00","Average Hourly Earnings (YoY)","","","","2"
"United States","20170203 13:30:00","Nonfarm Payrolls","","","","3"
"United States","20170203 13:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20170203 13:30:00","Unemployment Rate","","","","3"
"United States","20170203 13:30:00","Labor Force Participation Rate","","","","2"
"Mexico","20170203 14:00:00","Consumer Confidence","","","","1"
"Mexico","20170203 14:00:00","Consumer Confidence s.a","","","","1"
"United States","20170203 14:15:00","Fed's Evans Speech","","","","1"
"United States","20170203 14:45:00","Markit Services PMI","","","","2"
"United States","20170203 14:45:00","Markit PMI Composite","","","","2"
"United States","20170203 15:00:00","ISM Non-Manufacturing PMI","","","","2"
"United States","20170203 15:00:00","Factory Orders (MoM)","","","","2"
"Canada","20170203 15:00:00","Ivey Purchasing Managers Index","","","","2"
"Canada","20170203 15:00:00","Ivey Purchasing Managers Index s.a","","","","2"
"United States","20170203 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170203 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170203 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20170203 20:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170203 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170203 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170203 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170203 20:30:00","CFTC AUD NC net positions","","","","1"
