"country","date","name","actual","consensus","previous","volatility"
"Australia","20160711 01:30:00","Investment Lending for Homes","","","","2"
"Australia","20160711 01:30:00","Home Loans","","","","2"
"China","20160711 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20160711 02:00:00","New Loans","","","","1"
"Japan","20160711 06:00:00","Machine Tool Orders (YoY)","","","","1"
"Italy","20160711 08:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20160711 08:00:00","Industrial Output w.d.a (YoY)","","","","1"
"Greece","20160711 09:00:00","Industrial Production (YoY)","","","","1"
"Portugal","20160711 11:00:00","Global Trade Balance","","","","1"
"European Monetary Union","20160711 11:00:00","Eurogroup meeting","","","","2"
"Canada","20160711 12:15:00","Housing Starts s.a (YoY)","","","","2"
"United States","20160711 14:00:00","Labor Market Conditions Index","","","","2"
"United States","20160711 15:30:00","3-Month Bill Auction","","","","1"
"United States","20160711 15:30:00","6-Month Bill Auction","","","","1"
"Russia","20160711 16:00:00","Foreign Trade","","","","1"
"United States","20160711 17:00:00","3-Year Note Auction","","","","1"
"United Kingdom","20160711 23:01:00","BRC Retail Sales Monitor - All (YoY)","","","","2"
"Japan","20160711 23:50:00","Domestic Corporate Goods Price Index (YoY)","","","","1"
"Japan","20160711 23:50:00","Domestic Corporate Goods Price Index (MoM)","","","","1"
