"country","date","name","actual","consensus","previous","volatility"
"Russia","20170508 00:00:00","Bridge holiday","","","","0"
"France","20170508 00:00:00","Victory in Europe Day","","","","0"
"China","20170508 01:30:00","Trade Balance CNY","","","","2"
"China","20170508 01:30:00","Imports (YoY)","","","","2"
"China","20170508 01:30:00","Exports (YoY)","","","","2"
"China","20170508 01:30:00","Exports (YoY) CNY","","","","2"
"China","20170508 01:30:00","Trade Balance USD","","","","2"
"China","20170508 01:30:00","Imports (YoY) CNY","","","","2"
"Australia","20170508 01:30:00","ANZ Job Advertisements","","","","1"
"Australia","20170508 01:30:00","National Australia Bank's Business Confidence","","","","1"
"Australia","20170508 01:30:00","National Australia Bank's Business Conditions","","","","1"
"Australia","20170508 01:30:00","Building Permits (YoY)","","","","1"
"Australia","20170508 01:30:00","Building Permits (MoM)","","","","1"
"Japan","20170508 05:00:00","Consumer Confidence Index","","","","1"
"Germany","20170508 06:00:00","Factory Orders s.a. (MoM)","","","","1"
"Germany","20170508 06:00:00","Factory Orders n.s.a. (YoY)","","","","1"
"United Kingdom","20170508 07:30:00","Halifax House Prices (3m/YoY)","","","","1"
"United Kingdom","20170508 07:30:00","Halifax House Prices (MoM)","","","","1"
"European Monetary Union","20170508 08:00:00","Sentix Investor Confidence","","","","1"
"Portugal","20170508 10:00:00","Consumer Price Index (YoY)","","","","1"
"Portugal","20170508 10:00:00","Consumer Price Index (MoM)","","","","1"
"United States","20170508 10:45:00","FOMC Member Mester speech","","","","1"
"Canada","20170508 12:15:00","Housing Starts s.a (YoY)","","","","2"
"United States","20170508 12:35:00","Fed's Bullard speech","","","","1"
"Mexico","20170508 13:00:00","Consumer Confidence","","","","1"
"Mexico","20170508 13:00:00","Consumer Confidence s.a","","","","1"
"United States","20170508 14:00:00","Labor Market Conditions Index","","","","2"
"Canada","20170508 14:30:00","BoC Review","","","","2"
"United States","20170508 15:30:00","3-Month Bill Auction","","","","1"
"United States","20170508 15:30:00","6-Month Bill Auction","","","","1"
"United Kingdom","20170508 23:01:00","BRC Like-For-Like Retail Sales (YoY)","","","","2"
