"country","date","name","actual","consensus","previous","volatility"
"Australia","20160607 04:30:00","RBA Interest Rate Decision","","","","3"
"Australia","20160607 04:30:00","RBA Rate Statement","","","","3"
"Japan","20160607 05:00:00","Leading Economic Index","","","","2"
"Japan","20160607 05:00:00","Coincident Index","","","","2"
"India","20160607 05:30:00","Cash Reserve Ratio","","","","1"
"India","20160607 05:30:00","Reverse Repo Rate","","","","1"
"India","20160607 05:30:00","RBI Interest Rate Decision (Repo Rate)","","","","1"
"Germany","20160607 06:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","1"
"Germany","20160607 06:00:00","Industrial Production s.a. (MoM)","","","","1"
" EUR"","20160607 06:45:00",""Imports","","","","France"
"France","20160607 06:45:00","Trade Balance EUR","","","","1"
" EUR"","20160607 06:45:00",""Exports","","","","France"
"France","20160607 06:45:00","Current Account","","","","1"
"France","20160607 06:45:00","Budget","","","","1"
"China","20160607 07:00:00","Foreign Exchange Reserves (MoM)","","","","1"
"Spain","20160607 07:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"Switzerland","20160607 07:00:00","Foreign Currency Reserves","","","","1"
"United Kingdom","20160607 07:30:00","Halifax House Prices (3m/YoY)","","","","1"
"United Kingdom","20160607 07:30:00","Halifax House Prices (MoM)","","","","1"
"Spain","20160607 09:00:00","House Price Index (QoQ)","","","","1"
"European Monetary Union","20160607 09:00:00","Gross Domestic Product s.a. (YoY)","","","","3"
"European Monetary Union","20160607 09:00:00","Gross Domestic Product s.a. (QoQ)","","","","3"
"United States","20160607 12:30:00","Nonfarm Productivity","","","","2"
"United States","20160607 12:30:00","Unit Labor Costs","","","","2"
"United States","20160607 12:55:00","Redbook index (MoM)","","","","1"
"United States","20160607 12:55:00","Redbook index (YoY)","","","","1"
"United States","20160607 14:00:00","IBD/TIPP Economic Optimism (MoM)","","","","1"
"Canada","20160607 14:00:00","Ivey Purchasing Managers Index s.a","","","","2"
"Canada","20160607 14:00:00","Ivey Purchasing Managers Index","","","","2"
"United States","20160607 15:30:00","4-Week Bill Auction","","","","1"
"United States","20160607 17:00:00","3-Year Note Auction","","","","1"
"United States","20160607 19:00:00","Consumer Credit Change","","","","2"
"United States","20160607 20:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20160607 22:45:00","Manufacturing sales","","","","1"
"Japan","20160607 23:50:00","Bank lending (YoY)","","","","1"
"Japan","20160607 23:50:00","Gross Domestic Product (QoQ)","","","","1"
"Japan","20160607 23:50:00","Gross Domestic Product Deflator (YoY)","","","","1"
"Japan","20160607 23:50:00","Gross Domestic Product Annualized","","","","1"
"Japan","20160607 23:50:00","Trade Balance - BOP Basis","","","","1"
"Japan","20160607 23:50:00","Current Account n.s.a.","","","","1"
