"country","date","name","actual","consensus","previous","volatility"
"Australia","20160412 01:30:00","National Australia Bank's Business Confidence","","","","1"
"Australia","20160412 01:30:00","National Australia Bank's Business Conditions","","","","1"
"China","20160412 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20160412 02:00:00","New Loans","","","","1"
"China","20160412 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20160412 05:00:00","Machine Tool Orders (YoY)","","","","1"
"Germany","20160412 06:00:00","Wholesale Price Index (YoY)","","","","2"
"Germany","20160412 06:00:00","Wholesale Price Index (MoM)","","","","2"
"Germany","20160412 06:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"Germany","20160412 06:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20160412 06:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20160412 06:00:00","Consumer Price Index (YoY)","","","","2"
"India","20160412 06:30:00","Trade Deficit Government","","","","1"
"United Kingdom","20160412 08:30:00","Retail Price Index (YoY)","","","","1"
"United Kingdom","20160412 08:30:00","Retail Price Index (MoM)","","","","1"
"United Kingdom","20160412 08:30:00","DCLG House Price Index (YoY)","","","","1"
"United Kingdom","20160412 08:30:00","Producer Price Index - Output (MoM) n.s.a","","","","2"
"United Kingdom","20160412 08:30:00","Producer Price Index - Output (YoY) n.s.a","","","","2"
"United Kingdom","20160412 08:30:00","PPI Core Output (MoM) n.s.a","","","","2"
"United Kingdom","20160412 08:30:00",""PPI Core Output (YoY) n.s.a "","","","","2"
"United Kingdom","20160412 08:30:00","Producer Price Index - Input (YoY) n.s.a","","","","2"
"United Kingdom","20160412 08:30:00","Producer Price Index - Input (MoM) n.s.a","","","","2"
"United Kingdom","20160412 08:30:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20160412 08:30:00","Consumer Price Index (YoY)","","","","2"
"United Kingdom","20160412 08:30:00","Core Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20160412 08:30:00","Core Consumer Price Index (YoY)","","","","2"
"United Kingdom","20160412 08:30:00","Consumer Price Index (MoM)","","","","2"
"Spain","20160412 09:00:00","3-Month Letras Auction","","","","1"
"Spain","20160412 09:00:00","9-Month Letras Auction","","","","1"
"United States","20160412 10:00:00","NFIB Business Optimism Index","","","","1"
"Portugal","20160412 10:00:00","Consumer Price Index (YoY)","","","","1"
"Portugal","20160412 10:00:00","Consumer Price Index (MoM)","","","","1"
"India","20160412 12:00:00","Manufacturing Output","","","","1"
"India","20160412 12:00:00","Industrial Output","","","","1"
"India","20160412 12:00:00","Cumulative Industrial Output","","","","1"
"United States","20160412 12:30:00","Export Price Index (YoY)","","","","2"
"United States","20160412 12:30:00","Import Price Index (YoY)","","","","2"
"United States","20160412 12:30:00","Export Price Index (MoM)","","","","2"
"United States","20160412 12:30:00","Import Price Index (MoM)","","","","2"
"United States","20160412 12:55:00","Redbook index (YoY)","","","","1"
"United States","20160412 12:55:00","Redbook index (MoM)","","","","1"
"United States","20160412 15:30:00","4-Week Bill Auction","","","","1"
"United States","20160412 17:00:00","3-Year Note Auction","","","","1"
"United States","20160412 18:00:00","Monthly Budget Statement","","","","2"
"United States","20160412 19:00:00","FOMC Member Williams speech","","","","1"
"United States","20160412 20:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20160412 22:45:00","Food Price Index (MoM)","","","","1"
"Japan","20160412 23:50:00","Domestic Corporate Goods Price Index (MoM)","","","","1"
"Japan","20160412 23:50:00","Domestic Corporate Goods Price Index (YoY)","","","","1"
"Japan","20160412 23:50:00","Money Supply M2+CD (YoY)","","","","1"
