"country","date","name","actual","consensus","previous","volatility"
"China","20170113 00:00:00","Trade Balance CNY","","","","1"
"China","20170113 00:00:00","Imports (YoY)","","","","1"
"China","20170113 00:00:00","Exports (YoY)","","","","1"
"China","20170113 00:00:00","Trade Balance USD","","","","1"
"United States","20170113 00:00:00","Fed's Yellen Speech","","","","2"
"Russia","20170113 00:00:00","Budget Fulfilment","","","","1"
"China","20170113 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"India","20170113 06:30:00","Trade Deficit Government","","","","1"
"Germany","20170113 07:00:00","Wholesale Price Index (YoY)","","","","2"
"Germany","20170113 07:00:00","Wholesale Price Index (MoM)","","","","2"
"Spain","20170113 08:00:00","Consumer Price Index (MoM)","","","","1"
"Spain","20170113 08:00:00","HICP (MoM)","","","","1"
"Spain","20170113 08:00:00","HICP (YoY)","","","","1"
"Spain","20170113 08:00:00","Consumer Price Index (YoY)","","","","1"
" USD"","20170113 11:30:00",""FX Reserves","","","","India"
"United States","20170113 13:30:00","Retail Sales (MoM)","","","","3"
"United States","20170113 13:30:00","Retail Sales control group","","","","2"
"United States","20170113 13:30:00","Retail Sales ex Autos (MoM)","","","","2"
"United States","20170113 13:30:00","Producer Price Index (YoY)","","","","1"
"United States","20170113 13:30:00","Producer Price Index ex Food & Energy (YoY)","","","","1"
"United States","20170113 13:30:00","Producer Price Index ex Food & Energy (MoM)","","","","1"
"United States","20170113 13:30:00","Producer Price Index (MoM)","","","","1"
"United States","20170113 14:30:00","FOMC Member Harker Speech","","","","1"
"United States","20170113 15:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20170113 15:00:00","Business Inventories","","","","1"
"United States","20170113 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170113 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170113 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170113 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170113 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170113 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170113 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170113 19:30:00","CFTC AUD NC net positions","","","","1"
