"country","date","name","actual","consensus","previous","volatility"
"Australia","20140325 04:45:00","RBA Deputy Governor Lowe Speech","","","","2"
"Germany","20140325 09:00:00","IFO - Current Assessment",""," 114.600 "," 114.400 ","2"
"Germany","20140325 09:00:00","IFO - Business Climate",""," 111.000 "," 111.300 ","2"
"Germany","20140325 09:00:00","IFO - Expectations",""," 107.600 "," 108.300 ","2"
"United Kingdom","20140325 09:30:00","BBA Mortgage Approvals",""," 50.000 "," 50.000 ","2"
"United Kingdom","20140325 09:30:00","Consumer Price Index (MoM)","","0.500  %","-0.600  %","2"
"United Kingdom","20140325 09:30:00","Core Consumer Price Index (YoY)","","1.600  %","1.600  %","2"
"European Monetary Union","20140325 09:30:00","Core Consumer Price Index (YoY)","","1.600  %","1.600  %","2"
"United Kingdom","20140325 09:30:00","Consumer Price Index (YoY)","","1.700  %","1.900  %","2"
"European Monetary Union","20140325 09:30:00","Consumer Price Index (YoY)","","1.700  %","1.900  %","2"
"Turkey","20140325 12:30:00","Capacity Utilization","","","73.300  %","1"
"Slovakia","20140325 12:30:00","Current Account Balance EUR","","","€ -334.000 ","1"
"Turkey","20140325 12:30:00","Manufacturing Confidence","",""," 104.600 ","1"
"United States","20140325 12:55:00","Redbook index (YoY)","","","2.800  %","1"
"United States","20140325 12:55:00","Redbook index (MoM)","","","-0.500  %","1"
"United States","20140325 13:00:00","Housing Price Index (MoM)","","0.700  %","0.800  %","1"
"Hungary","20140325 13:00:00","MNB Interest Rate Decision","","","2.700  %","1"
"United States","20140325 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","13.300  %","13.400  %","1"
"United States","20140325 14:00:00","Consumer Confidence",""," 78.600 "," 78.100 ","2"
"United States","20140325 14:00:00","New Home Sales (MoM)",""," 0.445 "," 0.468 ","2"
"United States","20140325 14:00:00","New Home Sales Change (MoM)","","-4.900  %","9.600  %","1"
"United States","20140325 14:00:00","Richmond Fed Manufacturing Index",""," -1.000 "," -6.000 ","1"
"United States","20140325 15:30:00","4-Week Bill Auction","","","0.060  %","1"
"European Monetary Union","20140325 16:00:00","ECB President Draghi's Speech","","","","3"
"United States","20140325 17:00:00","2-Year Note Auction","","","0.340  %","1"
"United States","20140325 20:00:00","Fed's Lockhart speech","","","","1"
"United States","20140325 23:00:00","Philadelphia Fed's Plosser speech","","","","1"
"Australia","20140325 23:30:00","RBA Deputy Governor Lowe Speech","","","","2"
"Japan","20140325 23:50:00","Corporate Service Price (YoY)","","0.800  %","0.800  %","1"
