"country","date","name","actual","consensus","previous","volatility"
"Australia","20140717 01:30:00","National Australia Bank's Business Confidence (QoQ)","",""," 6.000 ","2"
"Australia","20140717 01:55:00","RBA Assist Gov Edey Speech ","","","","2"
"European Monetary Union","20140717 09:00:00","Construction Output  s.a (MoM)","","","0.800  %","2"
"European Monetary Union","20140717 09:00:00","Consumer Price Index (YoY)","","0.500  %","0.500  %","2"
"European Monetary Union","20140717 09:00:00","Consumer Price Index - Core (YoY)","","0.800  %","0.700  %","2"
"European Monetary Union","20140717 09:00:00","Consumer Price Index (MoM)","","0.100  %","-0.100  %","2"
"Poland","20140717 12:00:00","Industrial Output (YoY)","","","4.400  %","1"
"Poland","20140717 12:00:00","Producer Price Index (YoY)","","","-1.000  %","1"
"United States","20140717 12:30:00","Building Permits (MoM)",""," 1.040 "," 0.991 ","2"
"United States","20140717 12:30:00","Housing Starts (MoM)",""," 1.018 "," 1.001 ","2"
"Canada","20140717 12:30:00","Canadian portfolio investment in foreign securities","","","$ 2.490 ","1"
"Canada","20140717 12:30:00","Foreign portfolio investment in Canadian securities","","$ 14.230 ","$ 10.130 ","1"
"United States","20140717 12:30:00","Initial Jobless Claims",""," 310.000 "," 304.000 ","2"
"United States","20140717 12:30:00","Continuing Jobless Claims",""," 2.575 "," 2.584 ","2"
"South Africa","20140717 13:00:00","SARB Interest Rate Decision","","","5.500  %","1"
"United States","20140717 14:00:00","Philadelphia Fed Manufacturing Survey",""," 16.000 "," 17.800 ","2"
"United States","20140717 14:30:00","EIA Natural Gas Storage change",""," 99.000 "," 93.000 ","1"
"United States","20140717 17:35:00","Fed's Bullard speech","","","","1"
"United States","20140717 19:00:00","American Petroleum Institute Monthly Report ","","","","1"
