"country","date","name","actual","consensus","previous","volatility"
"Australia","20131015 00:30:00","RBA Meeting's Minutes","","","","2"
"China","20131015 02:00:00","FDI - Foreign Direct Investment (YTD)(YoY)","","","6.370  %","2"
"Japan","20131015 04:30:00","Industrial Production (YoY)","","","1.800  %","2"
"United Kingdom","20131015 08:30:00","Consumer Price Index (MoM)","","0.300  %","0.400  %","2"
"United Kingdom","20131015 08:30:00","Consumer Price Index (YoY)","","2.600  %","2.700  %","2"
"European Monetary Union","20131015 08:30:00","Consumer Price Index (YoY)","","2.600  %","2.700  %","2"
"United Kingdom","20131015 08:30:00","Core Consumer Price Index (YoY)","","","2.000  %","2"
"European Monetary Union","20131015 08:30:00","Core Consumer Price Index (YoY)","","","2.000  %","2"
"United Kingdom","20131015 08:30:00","PPI Core Output (YoY) n.s.a ","","0.900  %","1.000  %","2"
"United Kingdom","20131015 08:30:00","Producer Price Index - Output (YoY) n.s.a","","1.300  %","1.600  %","2"
"Germany","20131015 09:00:00","ZEW Survey - Current Situation",""," 31.000 "," 30.600 ","2"
"Germany","20131015 09:00:00","ZEW Survey - Economic Sentiment",""," 49.600 "," 49.600 ","2"
"European Monetary Union","20131015 09:00:00","ZEW Survey - Economic Sentiment",""," 59.400 "," 58.600 ","2"
"Poland","20131015 12:00:00","Consumer Price Index (MoM)","","","-0.300  %","1"
"Poland","20131015 12:00:00","Consumer Price Index (YoY)","","","1.100  %","1"
"Brazil","20131015 12:00:00","Retail Sales (MoM)","","","1.900  %","1"
"United States","20131015 12:30:00","NY Empire State Manufacturing Index",""," 7.000 "," 6.290 ","1"
"United States","20131015 12:55:00","Redbook index (MoM)","","","-0.500  %","1"
"United States","20131015 12:55:00","Redbook index (YoY)","","","3.300  %","1"
"United States","20131015 14:00:00","Fed's William Dudley speech","","","","1"
"United States","20131015 15:30:00","3-Month Bill Auction","","","0.035  %","1"
"United States","20131015 15:30:00","6-Month Bill Auction","","","0.060  %","1"
"Argentina","20131015 19:00:00","Consumer Price Index (MoM)","","","0.800  %","1"
"New Zealand","20131015 21:45:00","Consumer Price Index (QoQ)","","0.900  %","0.200  %","2"
"New Zealand","20131015 21:45:00","Consumer Price Index (YoY)","","1.300  %","0.700  %","3"
"Korea, Republic of","20131015 23:00:00","Unemployment Rate","","","3.100  %","1"
"United States","20131015 23:15:00","Fed's Richard Fisher's speech","","","","1"
"Australia","20131015 23:30:00","Westpac Leading Index (MoM)","","","0.600  %","2"
