"country","date","name","actual","consensus","previous","volatility"
"Australia","20130821 00:30:00","Westpac Leading Index (MoM)","","","0.200  %","2"
"Switzerland","20130821 07:00:00","Monthly Statistical Bulletin","","","","2"
"United Kingdom","20130821 08:30:00","Public Sector Net Borrowing","","£ -5.600 ","£ 10.234 ","2"
"United Kingdom","20130821 10:00:00","CBI Industrial Trends Survey - Orders (MoM)",""," -8.000 "," -12.000 ","2"
"United Kingdom","20130821 11:00:00","Mortgage Approvals","",""," 57.667 ","2"
"Brazil","20130821 12:00:00","Mid-month Inflation","","","0.070  %","1"
"Mexico","20130821 13:00:00","Retail Sales (MoM)","","","0.700  %","1"
"Mexico","20130821 13:00:00","Retail Sales (YoY)","","","0.100  %","1"
"United States","20130821 14:00:00","Existing Home Sales Change (MoM)","","1.500  %","-1.200  %","2"
"United States","20130821 14:00:00","Existing Home Sales (MoM)",""," 5.100 "," 5.080 ","2"
"United States","20130821 14:30:00","EIA Crude Oil Stocks change","",""," -2.812 ","1"
"United States","20130821 18:00:00","FOMC Minutes","","","","3"
"Japan","20130821 23:50:00","Corporate Service Price (YoY)","","","0.400  %","1"
"Japan","20130821 23:50:00","Foreign bond investment","","","¥ 1,614.800 ","2"
"Japan","20130821 23:50:00","Foreign investment in Japan stocks","","","¥ -148.600 ","2"
