"country","date","name","actual","consensus","previous","volatility"
"Australia","20171025 00:30:00","RBA trimmed mean CPI (QoQ)","","","","3"
"Australia","20171025 00:30:00","Consumer Price Index (YoY)","","","","3"
"Australia","20171025 00:30:00","RBA trimmed mean CPI (YoY)","","","","3"
"Australia","20171025 00:30:00","Consumer Price Index (QoQ)","","","","3"
"Switzerland","20171025 06:00:00","UBS Consumption Indicator","","","","2"
"Germany","20171025 08:00:00","IFO - Expectations","","","","2"
"Germany","20171025 08:00:00","IFO - Current Assessment","","","","2"
"Germany","20171025 08:00:00","IFO - Business Climate","","","","2"
"Italy","20171025 08:00:00","Industrial Sales n.s.a. (YoY)","","","","1"
"Italy","20171025 08:00:00","Industrial Sales s.a. (MoM)","","","","1"
"Italy","20171025 08:00:00","Industrial Orders s.a (MoM)","","","","1"
"Italy","20171025 08:00:00","Industrial Orders n.s.a (YoY)","","","","1"
"Switzerland","20171025 08:00:00","ZEW Survey - Expectations","","","","2"
"United Kingdom","20171025 08:30:00","BBA Mortgage Approvals","","","","1"
"United Kingdom","20171025 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20171025 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20171025 08:30:00","Index of Services (3M/3M)","","","","1"
"Germany","20171025 09:30:00","10-y Bond Auction","","","","2"
"United States","20171025 11:00:00","MBA Mortgage Applications","","","","1"
"India","20171025 11:30:00","M3 Money Supply","","","","1"
"United States","20171025 12:30:00","Durable Goods Orders ex Transportation","","","","2"
"United States","20171025 12:30:00","Durable Goods Orders","","","","2"
"United States","20171025 13:00:00","Housing Price Index (MoM)","","","","2"
"Mexico","20171025 13:00:00","Retail Sales (MoM)","","","","1"
"Mexico","20171025 13:00:00","Retail Sales (YoY)","","","","1"
"United States","20171025 14:00:00","New Home Sales (MoM)","","","","2"
"United States","20171025 14:00:00","New Home Sales Change (MoM)","","","","2"
"Canada","20171025 14:00:00","Bank of Canada Monetary Policy Report","","","","3"
"Canada","20171025 14:00:00","BoC Interest Rate Decision","","","","3"
"Canada","20171025 14:00:00","BOC Rate Statement","","","","3"
"United States","20171025 14:30:00","EIA Crude Oil Stocks change","","","","2"
"Canada","20171025 15:15:00","BoC Press Conference","","","","3"
"United States","20171025 17:00:00","5-Year Note Auction","","","","1"
"Brazil","20171025 17:00:00","Interest Rate Decision","","","","1"
"New Zealand","20171025 21:45:00","Imports","","","","2"
"New Zealand","20171025 21:45:00","Trade Balance (YoY)","","","","2"
"New Zealand","20171025 21:45:00","Exports","","","","2"
"New Zealand","20171025 21:45:00","Trade Balance (MoM)","","","","2"
"Japan","20171025 23:50:00","Corporate Service Price (YoY)","","","","1"
"Japan","20171025 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20171025 23:50:00","Foreign bond investment","","","","2"
