"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20120829 07:00:00","KOF Leading Indicator",""," 1.430 "," 1.430 ","2"
"Germany","20120829 12:00:00","Consumer Price Index (MoM)","","0.200  %","0.400  %","2"
"Germany","20120829 12:00:00","Consumer Price Index (YoY)","","1.900  %","1.700  %","1"
"Germany","20120829 12:00:00","Harmonised Index of Consumer Prices (MoM)","","0.200  %","0.400  %","2"
"Germany","20120829 12:00:00","Harmonised Index of Consumer Prices (YoY)","","2.100  %","1.900  %","3"
"Norway","20120829 12:00:00","Norges Bank Interest Rate Decision","","","1.500  %","1"
"United States","20120829 12:30:00","Core Personal Consumption Expenditures (QoQ)","","1.800  %","2.300  %","2"
"United States","20120829 12:30:00","Gross Domestic Product Annualized","","1.700  %","2.000  %","3"
"United States","20120829 12:30:00","Gross Domestic Purchases Price Index","","1.600  %","2.500  %","3"
"Canada","20120829 12:30:00","Industrial Product Price (MoM)","","0.500  %","-0.300  %","1"
"Canada","20120829 12:30:00","Raw Material Price Index","","2.300  %","-4.000  %","1"
"United States","20120829 14:00:00","Pending Home Sales (MoM)","","1.000  %","-1.400  %","1"
"United States","20120829 14:30:00","EIA Crude Oil Stocks change","",""," -5.412 ","1"
"United States","20120829 18:00:00","Fed's Beige Book","","","","3"
"Korea, Republic of","20120829 21:00:00","BOK Manufacturing BSI","",""," 69.000 ","1"
"Brazil","20120829 22:00:00","Interest Rate Decision","","","8.000  %","1"
"New Zealand","20120829 22:45:00","Building Permits s.a. (MoM)","","3.000  %","5.700  %","1"
"Japan","20120829 23:50:00","Foreign bond investment","","","¥ -835.800 ","1"
"Japan","20120829 23:50:00","Retail Trade s.a (MoM)","","-0.500  %","-1.200  %","1"
"Japan","20120829 23:50:00","Large Retailer's Sales","","-3.200  %","-2.600  %","2"
"Japan","20120829 23:50:00","Retail Trade (YoY)","","-0.100  %","0.200  %","2"
