"country","date","name","actual","consensus","previous","volatility"
"Australia","20131212 00:00:00","Consumer Inflation Expectation","2.100  %","","1.900  %","2"
"Australia","20131212 00:30:00","Employment Change s.a.",""," 1,000.000 "," 1,100.000 ","2"
"Australia","20131212 00:30:00","Fulltime employment","",""," -27,900.000 ","2"
"Australia","20131212 00:30:00","Unemployment Rate s.a.","","5.800  %","5.700  %","2"
"European Monetary Union","20131212 08:00:00","ECB President Draghi's Speech","","","","2"
"Switzerland","20131212 08:30:00","SNB Interest Rate Decision","","","0.000  %","2"
"European Monetary Union","20131212 09:00:00","ECB Monthly Report","","","","2"
"Switzerland","20131212 09:00:00","SNB press conference","","","","2"
"European Monetary Union","20131212 10:00:00","Industrial Production w.d.a. (YoY)","","1.100  %","1.100  %","2"
"Canada","20131212 13:30:00","Capacity Utilization","","81.000  %","80.600  %","1"
"United States","20131212 13:30:00","Import Price Index (YoY)","","","-2.000  %","1"
"United States","20131212 13:30:00","Export Price Index (MoM)","","-0.300  %","-0.500  %","1"
"United States","20131212 13:30:00","Export Price Index (YoY)","","","-2.100  %","1"
"United States","20131212 13:30:00","Import Price Index (MoM)","","-0.600  %","-0.700  %","1"
"United States","20131212 13:30:00","Initial Jobless Claims",""," 320.000 "," 298.000 ","2"
"United States","20131212 13:30:00","Continuing Jobless Claims",""," 2.750 "," 2.744 ","2"
"Canada","20131212 13:30:00","New Housing Price Index (MoM)","","0.100  %","0.000  %","1"
"Canada","20131212 13:30:00","New Housing Price Index (YoY)","","","1.600  %","2"
"United States","20131212 13:30:00","Retail Sales (MoM)","","0.600  %","0.400  %","3"
"United States","20131212 13:30:00","Retail Sales ex Autos (MoM)","","0.200  %","0.200  %","2"
"Mexico","20131212 14:00:00","Industrial Output (MoM)","","","-1.200  %","1"
"Mexico","20131212 14:00:00","Industrial Output (YoY)","","","-1.600  %","1"
"United States","20131212 15:00:00","Business Inventories","","0.300  %","0.600  %","2"
"United States","20131212 15:30:00","EIA Natural Gas Storage change","",""," -162.000 ","1"
"United States","20131212 18:00:00","30-Year Bond Auction","","","3.810  %","1"
"Canada","20131212 18:05:00","BoC Governor Poloz Speech","","","","3"
"Chile","20131212 21:00:00","BCCH Interest Rate","","","4.500  %","1"
"New Zealand","20131212 21:25:00","REINZ House Price Index (MoM)","1.200  %","","1.600  %","1"
"New Zealand","20131212 21:30:00","Business NZ PMI","",""," 55.700 ","2"
