"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20160818 08:30:00","Retail Sales ex-Fuel (YoY)","","","","2"
"United Kingdom","20160818 08:30:00","Retail Sales (YoY)","","","","2"
"United Kingdom","20160818 08:30:00","Retail Sales ex-Fuel (MoM)","","","","2"
"Spain","20160818 08:43:30","10-y Obligaciones Auction","","","","1"
"European Monetary Union","20160818 09:00:00","Construction Output  s.a (MoM)","","","","0"
"European Monetary Union","20160818 09:00:00","Construction Output w.d.a (YoY)","","","","0"
"European Monetary Union","20160818 09:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20160818 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20160818 09:00:00","Consumer Price Index - Core (MoM)","","","","3"
"European Monetary Union","20160818 09:00:00","Consumer Price Index (MoM)","","","","3"
"Portugal","20160818 10:00:00","Current Account Balance","","","","1"
"European Monetary Union","20160818 11:30:00","ECB Monetary Policy Meeting Accounts","","","","3"
"United States","20160818 12:30:00","Initial Jobless Claims","","","","2"
"United States","20160818 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20160818 12:30:00","Philadelphia Fed Manufacturing Survey","","","","2"
"Canada","20160818 12:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"Canada","20160818 12:30:00","Canadian portfolio investment in foreign securities","","","","1"
"United States","20160818 14:00:00","CB Leading Indicator (MoM)","","","","2"
"United States","20160818 14:05:00","Fed's William Dudley speech","","","","1"
"United States","20160818 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20160818 20:00:00","FOMC Member Williams speech","","","","1"
"New Zealand","20160818 22:45:00","Visitor Arrivals (YoY)","","","","1"
