"country","date","name","actual","consensus","previous","volatility"
"Australia","20160608 01:30:00","Home Loans","","","","2"
"Australia","20160608 01:30:00","Investment Lending for Homes","","","","2"
"China","20160608 02:00:00","Exports (YoY)","","","","2"
"China","20160608 02:00:00","Trade Balance USD","","","","2"
"China","20160608 02:00:00","Trade Balance CNY","","","","2"
"China","20160608 02:00:00","Imports (YoY)","","","","2"
"Japan","20160608 05:00:00","Eco Watchers Survey: Outlook","","","","2"
"Japan","20160608 05:00:00","Eco Watchers Survey: Current","","","","2"
"Switzerland","20160608 07:15:00","Consumer Price Index (YoY)","","","","2"
"Switzerland","20160608 07:15:00","Consumer Price Index (MoM)","","","","2"
"United Kingdom","20160608 08:30:00","Manufacturing Production (YoY)","","","","2"
"United Kingdom","20160608 08:30:00","Industrial Production (YoY)","","","","2"
"United Kingdom","20160608 08:30:00","Manufacturing Production (MoM)","","","","2"
"United Kingdom","20160608 08:30:00","Industrial Production (MoM)","","","","2"
"Spain","20160608 09:00:00","House Price Index (QoQ)","","","","1"
"United States","20160608 11:00:00","MBA Mortgage Applications","","","","1"
"Canada","20160608 12:15:00","Housing Starts s.a (YoY)","","","","2"
"Canada","20160608 12:30:00","Building Permits (MoM)","","","","1"
"United States","20160608 14:00:00","JOLTS Job Openings","","","","1"
"United Kingdom","20160608 14:00:00","NIESR GDP Estimate (3M)","","","","2"
"United States","20160608 14:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20160608 17:00:00","10-Year Note Auction","","","","2"
"New Zealand","20160608 21:00:00","RBNZ Interest Rate Decision","","","","3"
"New Zealand","20160608 21:00:00",""Monetary Policy Statement "","","","","3"
"New Zealand","20160608 21:00:00","RBNZ Press Conference","","","","3"
"United Kingdom","20160608 23:01:00","RICS Housing Price Balance","","","","2"
"Japan","20160608 23:50:00","Money Supply M2+CD (YoY)","","","","1"
"Japan","20160608 23:50:00","Foreign bond investment","","","","2"
"Japan","20160608 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20160608 23:50:00","Machinery Orders (MoM)","","","","1"
"Japan","20160608 23:50:00","Machinery Orders (YoY)","","","","1"
