"country","date","name","actual","consensus","previous","volatility"
"Korea, Republic of","20130929 21:00:00","BOK Manufacturing BSI","",""," 78.000 ","1"
"New Zealand","20130929 21:45:00","Building Permits s.a. (MoM)","","","-0.800  %","1"
"Korea, Republic of","20130929 23:00:00","Industrial Output (YoY)","","","0.900  %","1"
"Korea, Republic of","20130929 23:00:00","Industrial Output Growth","","","-0.100  %","1"
"Korea, Republic of","20130929 23:00:00","Service Sector Output","","","-0.200  %","1"
"Japan","20130929 23:13:00","Nomura/ JMMA Manufacturing Purchasing Manager Index","",""," 52.200 ","2"
"Japan","20130929 23:50:00","Industrial Production (YoY)","","","1.800  %","2"
"Japan","20130929 23:50:00","Industrial Production (MoM)","","-0.400  %","3.400  %","1"
"Japan","20130929 23:50:00","Large Retailer's Sales","","","3.500  %","2"
"Japan","20130929 23:50:00","Retail Trade (YoY)","","1.100  %","-0.300  %","2"
"Japan","20130929 23:50:00","Retail Trade s.a (MoM)","","","-1.800  %","1"
