"country","date","name","actual","consensus","previous","volatility"
"Japan","20160624 06:30:00",""BOJ Deputy Governor Nakaso Speech "","","","","1"
"France","20160624 06:45:00","Gross Domestic Product (QoQ)","","","","1"
"France","20160624 06:45:00","Gross Domestic Product (YoY)","","","","1"
"Spain","20160624 07:00:00","Producer Price Index (YoY)","","","","1"
"Germany","20160624 08:00:00","IFO - Business Climate","","","","2"
"Germany","20160624 08:00:00","IFO - Current Assessment","","","","2"
"Germany","20160624 08:00:00","IFO - Expectations","","","","2"
"Italy","20160624 08:00:00","Retail Sales s.a. (MoM)","","","","1"
"Italy","20160624 08:00:00","Retail Sales n.s.a (YoY)","","","","1"
"United Kingdom","20160624 08:30:00","BBA Mortgage Approvals","","","","1"
"Italy","20160624 09:00:00","Wage Inflation (YoY)","","","","1"
"Italy","20160624 09:00:00","Wage Inflation (MoM)","","","","1"
" USD"","20160624 11:30:00",""FX Reserves","","","","India"
"United States","20160624 12:30:00","Durable Goods Orders","","","","2"
"United States","20160624 12:30:00","Durable Goods Orders ex Transportation","","","","2"
"United States","20160624 14:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United States","20160624 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
