"country","date","name","actual","consensus","previous","volatility"
"China","20140220 01:45:00","HSBC Manufacturing PMI",""," 49.400 "," 49.500 ","2"
"Switzerland","20140220 07:00:00","Trade Balance",""," 147.000 "," 503.000 ","2"
"Germany","20140220 08:28:00","Markit Manufacturing PMI",""," 56.300 "," 54.300 ","2"
"Germany","20140220 08:28:00","Markit Services PMI",""," 53.400 "," 53.100 ","2"
"European Monetary Union","20140220 08:58:00","Markit Manufacturing PMI",""," 54.000 "," 54.000 ","2"
"European Monetary Union","20140220 08:58:00","Markit PMI Composite",""," 53.100 "," 52.900 ","2"
"European Monetary Union","20140220 08:58:00","Markit Services PMI",""," 51.900 "," 51.600 ","2"
"United States","20140220 13:30:00","Consumer Price Index (MoM)","","0.100  %","0.300  %","2"
"United States","20140220 13:30:00","Consumer Price Index (YoY)","","1.600  %","1.500  %","3"
"United States","20140220 13:30:00","Consumer Price Index Core s.a","",""," 235.500 ","1"
"United States","20140220 13:30:00","Consumer Price Index Ex Food & Energy (MoM)","","0.100  %","0.100  %","2"
"United States","20140220 13:30:00","Consumer Price Index Ex Food & Energy (YoY)","","1.600  %","1.700  %","3"
"United States","20140220 13:30:00","Consumer Price Index n.s.a (MoM)",""," 233.760 "," 233.050 ","1"
"United States","20140220 13:30:00","Initial Jobless Claims",""," 335.000 "," 339.000 ","2"
"United States","20140220 13:30:00","Continuing Jobless Claims",""," 2.970 "," 2.953 ","2"
"United States","20140220 13:58:00","Markit Manufacturing PMI",""," 53.000 "," 53.700 ","2"
"Belgium","20140220 14:00:00","Consumer Confidence Index","",""," -4.000 ","1"
"United States","20140220 15:00:00","CB Leading Indicator (MoM)","","0.400  %","0.100  %","2"
"European Monetary Union","20140220 15:00:00","Consumer Confidence",""," -11.250 "," -11.700 ","2"
"United States","20140220 15:00:00","Philadelphia Fed Manufacturing Survey",""," 8.000 "," 9.400 ","2"
"Canada","20140220 15:30:00","BoC Review","","","","2"
"United States","20140220 15:30:00","EIA Natural Gas Storage change","",""," -237.000 ","1"
"United States","20140220 16:00:00","EIA Crude Oil Stocks change","",""," 3.267 ","1"
"Japan","20140220 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","3"
