"country","date","name","actual","consensus","previous","volatility"
"Australia","20131219 00:30:00","RBA Bulletin","","","","2"
"Japan","20131219 04:30:00","All Industry Activity Index (MoM)","","-0.200  %","0.400  %","2"
"Japan","20131219 05:00:00","Coincident Index","",""," 108.400 ","2"
"Japan","20131219 05:00:00","Leading Economic Index","",""," 109.200 ","2"
"Switzerland","20131219 06:45:00","SECO Economic Forecasts","","","","2"
"Switzerland","20131219 07:00:00","Trade Balance","",""," 2,429.000 ","2"
"United Kingdom","20131219 09:30:00","Retail Sales (YoY)","","2.300  %","1.800  %","2"
"United Kingdom","20131219 09:30:00","Retail Sales ex-Fuel (YoY)","","2.500  %","2.300  %","2"
"United States","20131219 13:30:00","Initial Jobless Claims",""," 334.000 "," 368.000 ","2"
"United States","20131219 13:30:00","Continuing Jobless Claims",""," 2.780 "," 2.791 ","2"
"Mexico","20131219 14:00:00","Retail Sales (MoM)","","","-0.400  %","1"
"Mexico","20131219 14:00:00","Retail Sales (YoY)","","","-4.000  %","1"
"Switzerland","20131219 14:00:00","SNB Quarterly Bulletin","","","","2"
"United States","20131219 15:00:00","American Petroleum Institute Monthly Report ","","","","1"
"United States","20131219 15:00:00","CB Leading Indicator (MoM)","","0.600  %","0.200  %","2"
"United States","20131219 15:00:00","Existing Home Sales Change (MoM)","","-1.500  %","-3.200  %","2"
"United States","20131219 15:00:00","Existing Home Sales (MoM)",""," 5.030 "," 5.120 ","1"
"United States","20131219 15:00:00","Philadelphia Fed Manufacturing Survey",""," 10.000 "," 6.500 ","2"
"United States","20131219 15:30:00","EIA Natural Gas Storage change","",""," -81.000 ","1"
"United States","20131219 18:00:00","7-Year Note Auction","","","2.106  %","1"
"Argentina","20131219 21:00:00","Primary Budget Balance (MoM)"," 412.500 M","","","1"
"New Zealand","20131219 21:45:00","Visitor Arrivals (YoY)","","","5.800  %","1"
