"country","date","name","actual","consensus","previous","volatility"
"Australia","20150602 04:30:00","Interest Rate Decision  (Jun)","Interest Rate Decision  (Jun)","2.00%","2.00%","2"
"Australia","20150602 04:30:00","RBA Rate Statement","RBA Rate Statement","","","2"
"India","20150602 05:30:00","Interest Rate Decision","Interest Rate Decision","7.25%","7.25%","2"
"Spain","20150602 07:00:00","Spanish Unemployment Change","Spanish Unemployment Change","","-115.5K","2"
"Germany","20150602 07:55:00","German Unemployment Change  (May)","German Unemployment Change  (May)","","-10K","2"
"Germany","20150602 07:55:00","German Unemployment Rate  (May)","German Unemployment Rate  (May)","","6.4%","2"
"Brazil","20150602 08:00:00","IPC-Fipe Inflation Index (MoM)  (May)","IPC-Fipe Inflation Index (MoM)  (May)","","0.63%","2"
"United Kingdom","20150602 08:30:00","BoE Consumer Credit  (Apr)","BoE Consumer Credit  (Apr)","","1.000B","1"
"United Kingdom","20150602 08:30:00","Construction PMI  (May)","Construction PMI  (May)","","55.0","2"
"European Monetary Union","20150602 08:30:00","Construction PMI  (May)","Construction PMI  (May)","","55.0","2"
"United Kingdom","20150602 08:30:00","M4 Money Supply (MoM)  (Apr)","M4 Money Supply (MoM)  (Apr)","","0.4%","1"
"United Kingdom","20150602 08:30:00","Mortgage Approvals  (Apr)","Mortgage Approvals  (Apr)","","63.00K","1"
"United Kingdom","20150602 08:30:00","Mortgage Lending  (Apr)","Mortgage Lending  (Apr)","","1.90B","1"
"United Kingdom","20150602 08:30:00","Net Lending to Individuals","Net Lending to Individuals","","2.3B","1"
"Russia","20150602 08:50:00","GDP (YoY)  (Apr)","GDP (YoY)  (Apr)","","","2"
"European Monetary Union","20150602 09:00:00","Core CPI (YoY)  (May)","Core CPI (YoY)  (May)","","0.7%","2"
"European Monetary Union","20150602 09:00:00","CPI (YoY)  (May)","CPI (YoY)  (May)","","0.2%","2"
"United Kingdom","20150602 09:40:00","10-Year Treasury Gilt Auction","10-Year Treasury Gilt Auction","","","1"
"Brazil","20150602 12:00:00","Industrial Production (MoM)  (Apr)","Industrial Production (MoM)  (Apr)","","-1.4%","1"
"Brazil","20150602 12:00:00","Industrial Production (YoY)  (Apr)","Industrial Production (YoY)  (Apr)","","-7.9%","2"
"United States","20150602 12:55:00","Redbook (YoY)","Redbook (YoY)","","","1"
"United States","20150602 12:55:00","Redbook (MoM)","Redbook (MoM)","","","1"
"Singapore","20150602 13:00:00","Maunfacturing PMI  (May)","Maunfacturing PMI  (May)","","49.5","1"
"United States","20150602 13:45:00","ISM - NY Business Conditions  (May)","ISM - NY Business Conditions  (May)","","","1"
"United States","20150602 14:00:00","Factory Orders (MoM)  (Apr)","Factory Orders (MoM)  (Apr)","","0.2%","2"
"United States","20150602 14:00:00","Factory orders ex transportation (MoM)  (Apr)","Factory orders ex transportation (MoM)  (Apr)","","","1"
"United States","20150602 14:00:00","IBD/TIPP Economic Optimism","IBD/TIPP Economic Optimism","","49.8","1"
"United States","20150602 15:30:00","4-Week Bill Auction","4-Week Bill Auction","","","1"
"Brazil","20150602 16:30:00","CNI Factory Utilization  (Apr)","CNI Factory Utilization  (Apr)","","80.0%","1"
"United States","20150602 17:30:00","All Truck Sales  (May)","All Truck Sales  (May)","","","1"
"United States","20150602 17:30:00","Domestic Truck Sales  (May)","Domestic Truck Sales  (May)","","8.00M","1"
"United States","20150602 20:00:00","All Car Sales","All Car Sales","","","1"
"United States","20150602 20:00:00","Domestic Car Sales","Domestic Car Sales","","","1"
"United States","20150602 20:00:00","Total Vehicle Sales","Total Vehicle Sales","","17.00M","1"
"United States","20150602 20:30:00","API Weekly Crude Stock","API Weekly Crude Stock","","","2"
"United States","20150602 20:30:00","API Weekly Distillates Stocks","API Weekly Distillates Stocks","","","1"
"United States","20150602 20:30:00","API Weekly Gasoline Stock","API Weekly Gasoline Stock","","","1"
"South Korea","20150602 21:00:00","FX Reserves - USD  (May)","FX Reserves - USD  (May)","","","1"
"United Kingdom","20150602 23:01:00","BRC Shop Price Index (YoY)","BRC Shop Price Index (YoY)","","-1.8%","1"
"Australia","20150602 23:30:00","AIG Services Index","AIG Services Index","","","1"
"Australia","20150602 01:30:00","GDP (QoQ)  (Q1)","GDP (QoQ)  (Q1)","","0.7%","2"
"Australia","20150602 01:30:00","GDP (YoY)  (Q1)","GDP (YoY)  (Q1)","","2.1%","2"
"China","20150602 01:45:00","HSBC Services PMI  (May)","HSBC Services PMI  (May)","","53.3","2"
