"country","date","name","actual","consensus","previous","volatility"
"Japan","20150514 06:00:00","Machine Tool Orders (YoY)","10.400  %","","36.600  %","2"
"India","20150514 06:30:00","WPI Inflation","","","-2.330  %","1"
"Poland","20150514 12:00:00","Consumer Price Index (YoY)","-1.100  %","","-1.500  %","1"
"Poland","20150514 12:00:00","M3 Money Supply (YoY)","7.200  %","","8.800  %","1"
"Brazil","20150514 12:00:00","Retail Sales (MoM)","-0.900  %","","-0.400  %","1"
"United States","20150514 12:30:00","Continuing Jobless Claims"," 2.229 M"," 2.240 M"," 2.228 M","2"
"United States","20150514 12:30:00","Initial Jobless Claims"," 264.000 K"," 275.000 K"," 265.000 K","2"
"Canada","20150514 12:30:00","New Housing Price Index (YoY)","1.200  %","","1.400  %","1"
"Canada","20150514 12:30:00","New Housing Price Index (MoM)","0.000  %","0.100  %","0.200  %","1"
"United States","20150514 12:30:00","Producer Price Index (YoY)","-1.300  %","-0.800  %","-0.800  %","2"
"United States","20150514 12:30:00","Producer Price Index (MoM)","-0.400  %","0.200  %","0.200  %","1"
"United States","20150514 12:30:00","Producer Price Index ex Food & Energy (MoM)","-0.200  %","0.200  %","0.200  %","1"
"United States","20150514 12:30:00","Producer Price Index ex Food & Energy (YoY)","0.800  %","1.100  %","0.900  %","1"
"Canada","20150514 14:30:00","BoC Review","","","","2"
"United States","20150514 14:30:00","EIA Natural Gas Storage change"," 111.000 B"," 116.000 B"," 76.000 B","1"
"Russia","20150514 14:35:00","Central Bank Reserves $","$ 358.500 B","","$ 358.500 B","1"
"European Monetary Union","20150514 15:00:00","ECB President Draghi's Speech","","","","3"
"United States","20150514 17:00:00","30-Year Bond Auction","","","2.597  %","1"
"Chile","20150514 22:00:00","BCCH Interest Rate","","","3.000  %","1"
"Colombia","20150514 22:00:00","Industrial ouput (YoY)","",""," -1.300 ","1"
"Colombia","20150514 22:00:00","Retail Sales (YoY)","","","","1"
"Japan","20150514 23:50:00","Domestic Corporate Goods Price Index (YoY)","","","0.700  %","1"
"Japan","20150514 23:50:00","Domestic Corporate Goods Price Index (MoM)","","","0.300  %","1"
