"country","date","name","actual","consensus","previous","volatility"
"Australia","20160526 01:30:00","Private Capital Expenditure","","","","1"
"Spain","20160526 07:00:00","Gross Domestic Product (YoY)","","","","1"
"Spain","20160526 07:00:00","Gross Domestic Product (QoQ)","","","","1"
"Switzerland","20160526 07:15:00","Industrial Production (YoY)","","","","2"
"Switzerland","20160526 07:15:00","Industrial Production (QoQ)","","","","2"
"Italy","20160526 08:00:00","Retail Sales s.a. (MoM)","","","","1"
"Italy","20160526 08:00:00","Retail Sales n.s.a (YoY)","","","","1"
"United Kingdom","20160526 08:30:00","BBA Mortgage Approvals","","","","1"
"United Kingdom","20160526 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20160526 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20160526 08:30:00","Total Business Investment (YoY)","","","","1"
"United Kingdom","20160526 08:30:00","Total Business Investment (QoQ)","","","","1"
"United Kingdom","20160526 08:30:00","Index of Services (3M/3M)","","","","1"
"Italy","20160526 09:00:00","Wage Inflation (YoY)","","","","1"
"Italy","20160526 09:00:00","Wage Inflation (MoM)","","","","1"
"United States","20160526 09:15:00","Fed's Bullard speech","","","","1"
"United States","20160526 12:30:00","Initial Jobless Claims","","","","2"
"United States","20160526 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20160526 12:30:00","Durable Goods Orders ex Transportation","","","","3"
"United States","20160526 12:30:00","Durable Goods Orders","","","","3"
"Australia","20160526 13:00:00","RBA Assist Gov Debelle Speech","","","","2"
"United States","20160526 13:45:00","Markit PMI Composite","","","","2"
"United States","20160526 14:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20160526 14:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20160526 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20160526 15:00:00","Kansas Fed manufacturing activity","","","","1"
"United States","20160526 16:00:00","FOMC Member Powell Speech","","","","1"
"United States","20160526 17:00:00","7-Year Note Auction","","","","1"
"Australia","20160526 22:30:00","RBA Assist Gov Debelle Speech","","","","2"
"United Kingdom","20160526 23:05:00","Gfk Consumer Confidence","","","","2"
"Japan","20160526 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
" Energy (YoY)"","20160526 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20160526 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
"Japan","20160526 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
"Japan","20160526 23:30:00","National Consumer Price Index (YoY)","","","","2"
" Energy (YoY)"","20160526 23:30:00",""National CPI Ex Food","","","","Japan"
