"country","date","name","actual","consensus","previous","volatility"
"Russia","20170111 00:00:00","Budget Fulfilment","","","","1"
"China","20170111 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20170111 05:00:00","Coincident Index","","","","1"
"Japan","20170111 05:00:00","Leading Economic Index","","","","1"
"China","20170111 07:00:00","M2 Money Supply (YoY)","","","","1"
"China","20170111 07:00:00","New Loans","","","","1"
"Spain","20170111 08:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"European Monetary Union","20170111 08:00:00","Non-monetary policy's ECB meeting","","","","1"
"Germany","20170111 09:30:00","10-y Bond Auction","","","","2"
"United Kingdom","20170111 09:30:00","Manufacturing Production (YoY)","","","","2"
"United Kingdom","20170111 09:30:00","Industrial Production (MoM)","","","","2"
"United Kingdom","20170111 09:30:00","Manufacturing Production (MoM)","","","","2"
"United Kingdom","20170111 09:30:00","Industrial Production (YoY)","","","","2"
"United Kingdom","20170111 09:30:00","Trade Balance; non-EU","","","","1"
"United Kingdom","20170111 09:30:00","Total Trade Balance","","","","1"
"United Kingdom","20170111 09:30:00","Goods Trade Balance","","","","1"
"Greece","20170111 10:00:00","Consumer Price Index - Harmonized (YoY)","","","","1"
"Greece","20170111 10:00:00","Consumer Price Index (YoY)","","","","1"
"Brazil","20170111 11:00:00","IPCA Inflation","","","","1"
"Portugal","20170111 11:00:00","Consumer Price Index (MoM)","","","","1"
"Portugal","20170111 11:00:00","Consumer Price Index (YoY)","","","","1"
"United States","20170111 12:00:00","MBA Mortgage Applications","","","","1"
"Mexico","20170111 14:00:00","Industrial Output (MoM)","","","","1"
"Mexico","20170111 14:00:00","Industrial Output (YoY)","","","","1"
"United Kingdom","20170111 15:00:00","NIESR GDP Estimate (3M)","","","","2"
"United States","20170111 15:30:00","EIA Crude Oil Stocks change","","","","2"
"United States","20170111 16:00:00","Donald Trump's news conference","","","","3"
"United States","20170111 18:00:00","10-Year Note Auction","","","","2"
"Brazil","20170111 20:00:00","Interest Rate Decision","","","","1"
"Japan","20170111 23:50:00","Merchandise Trade Balance Total","","","","2"
"Japan","20170111 23:50:00","Adjusted Merchandise Trade Balance","","","","2"
"Japan","20170111 23:50:00","Bank lending (YoY)","","","","1"
"Japan","20170111 23:50:00","Current Account n.s.a.","","","","1"
"Japan","20170111 23:50:00","Trade Balance - BOP Basis","","","","1"
