"country","date","name","actual","consensus","previous","volatility"
"Japan","20140806 05:00:00","Leading Economic Index","",""," 104.800 ","2"
"Japan","20140806 05:00:00","Coincident Index","",""," 111.300 ","2"
"Germany","20140806 06:00:00","Factory Orders n.s.a. (YoY)","","","5.500  %","2"
"Germany","20140806 06:00:00","Factory Orders s.a. (MoM)","","1.000  %","-1.700  %","2"
"United Kingdom","20140806 07:00:00","Halifax House Prices (3m/YoY)","","9.600  %","8.800  %","1"
"United Kingdom","20140806 07:00:00","Halifax House Prices (MoM)","","0.400  %","-0.600  %","1"
"Switzerland","20140806 07:15:00","Consumer Price Index (YoY)","","0.000  %","0.000  %","2"
"United Kingdom","20140806 08:30:00","Industrial Production (YoY)","","1.500  %","2.300  %","2"
"United Kingdom","20140806 08:30:00","Industrial Production (MoM)","","0.600  %","-0.700  %","1"
"United Kingdom","20140806 08:30:00","Manufacturing Production (MoM)","","0.600  %","-1.300  %","1"
"United Kingdom","20140806 08:30:00","Manufacturing Production (YoY)","","2.100  %","3.700  %","2"
"Italy","20140806 09:00:00","Gross Domestic Product (YoY)","","0.100  %","-0.500  %","2"
"Canada","20140806 12:30:00","International Merchandise Trade","","$ 0.000 ","$ -0.150 ","1"
"Canada","20140806 12:30:00","Exports","","$ 44.700 ","$ 44.170 ","1"
"Canada","20140806 12:30:00","Imports","","$ 44.010 ","$ 44.320 ","1"
"United States","20140806 12:30:00","Trade Balance","","$ -44.700 ","$ -44.390 ","2"
"United Kingdom","20140806 14:00:00","NIESR GDP Estimate (3M)","","","0.900  %","2"
"United States","20140806 14:30:00","EIA Crude Oil Stocks change",""," -1.300 "," -3.697 ","1"
"Australia","20140806 23:30:00","AiG Performance of Construction Index","",""," 51.800 ","1"
"Japan","20140806 23:50:00","Foreign bond investment","","","¥ -302.000 ","2"
"Japan","20140806 23:50:00","Foreign investment in Japan stocks","","","¥ 204.500 ","2"
"Japan","20140806 23:50:00","JP Foreign Reserves","","","$ 1,283.900 ","1"
