"country","date","name","actual","consensus","previous","volatility"
"China","20130923 01:45:00","HSBC Manufacturing PMI","",""," 50.100 ","2"
"Switzerland","20130923 07:00:00","Monthly Statistical Bulletin","","","","2"
"Germany","20130923 07:28:00","Markit Manufacturing PMI",""," 52.200 "," 51.800 ","2"
"Germany","20130923 07:28:00","Markit Services PMI",""," 53.100 "," 52.800 ","2"
"European Monetary Union","20130923 07:58:00","Markit Manufacturing PMI",""," 51.700 "," 51.400 ","2"
"European Monetary Union","20130923 07:58:00","Markit PMI Composite",""," 51.900 "," 51.500 ","2"
"European Monetary Union","20130923 07:58:00","Markit Services PMI",""," 51.100 "," 50.700 ","2"
"United States","20130923 12:30:00","Chicago Fed National Activity Index ","",""," -0.150 ","2"
"United States","20130923 12:58:00","Markit Manufacturing PMI",""," 54.000 "," 53.100 ","2"
"European Monetary Union","20130923 13:00:00","ECB President Draghi's Speech","","","","3"
"Mexico","20130923 13:00:00","Retail Sales (MoM)","","","0.100  %","1"
"Mexico","20130923 13:00:00","Retail Sales (YoY)","","","-1.900  %","1"
"United States","20130923 13:20:00","Fed's Lockhart speech","","","","1"
"United States","20130923 13:30:00","Fed's William Dudley speech","","","","1"
"Argentina","20130923 19:00:00","Trade Balance (MoM)","","","$ 1,155.000 ","1"
"Austria","20130923 22:00:00","Industrial Production (YoY)","","","-1.000  %","1"
