"country","date","name","actual","consensus","previous","volatility"
"Australia","20171207 00:00:00","HIA New Home Sales (MoM)","","","","2"
"Australia","20171207 00:30:00","Trade Balance","","","","2"
"Australia","20171207 00:30:00","Exports","","","","2"
"Australia","20171207 00:30:00","Imports","","","","2"
"China","20171207 02:00:00","Foreign Exchange Reserves (MoM)","","","","1"
"Japan","20171207 05:00:00","Coincident Index","","","","2"
"Japan","20171207 05:00:00","Leading Economic Index","","","","2"
"Switzerland","20171207 06:45:00","Unemployment Rate s.a (MoM)","","","","2"
"Germany","20171207 07:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","1"
"Germany","20171207 07:00:00","Industrial Production s.a. (MoM)","","","","1"
"Switzerland","20171207 07:00:00","Foreign Currency Reserves","","","","1"
"France","20171207 07:45:00","Trade Balance EUR","","","","1"
" EUR"","20171207 07:45:00",""Imports","","","","France"
" EUR"","20171207 07:45:00",""Exports","","","","France"
"United Kingdom","20171207 08:30:00","Halifax House Prices (3m/YoY)","","","","1"
"United Kingdom","20171207 08:30:00","Halifax House Prices (MoM)","","","","1"
"India","20171207 09:00:00","Cash Reserve Ratio","","","","1"
"France","20171207 09:00:00","10-y Bond Auction","","","","1"
"United Kingdom","20171207 09:30:00","30-y Bond Auction","","","","1"
"Greece","20171207 10:00:00","Unemployment Rate (MoM)","","","","1"
"European Monetary Union","20171207 10:00:00","Gross Domestic Product s.a. (QoQ)","","","","3"
"European Monetary Union","20171207 10:00:00","Gross Domestic Product s.a. (YoY)","","","","3"
"Spain","20171207 10:10:00","10-y Obligaciones Auction","","","","1"
"Spain","20171207 10:10:00","5-y Bond Auction","","","","1"
"United States","20171207 12:30:00","Challenger Job Cuts (YoY)","","","","1"
"Mexico","20171207 13:00:00","Core Inflation","","","","1"
"Mexico","20171207 13:00:00","Headline Inflation","","","","1"
"Mexico","20171207 13:00:00","12-Month Inflation","","","","1"
"Russia","20171207 13:00:00","Central Bank Reserves $","","","","1"
"United States","20171207 13:30:00","Continuing Jobless Claims","","","","2"
"United States","20171207 13:30:00","Initial Jobless Claims","","","","2"
"Canada","20171207 13:30:00","Building Permits (MoM)","","","","1"
"Canada","20171207 15:00:00","Ivey Purchasing Managers Index","","","","2"
"Canada","20171207 15:00:00","Ivey Purchasing Managers Index s.a","","","","2"
"United States","20171207 15:30:00","EIA Natural Gas Storage change","","","","1"
"European Monetary Union","20171207 16:00:00","ECB President Draghi's Speech","","","","3"
"Brazil","20171207 17:00:00","Interest Rate Decision","","","","1"
"United States","20171207 19:00:00","Consumer Credit Change","","","","2"
"New Zealand","20171207 21:45:00","Manufacturing sales","","","","1"
"Japan","20171207 23:50:00","Bank lending (YoY)","","","","1"
"Japan","20171207 23:50:00","Gross Domestic Product Deflator (YoY)","","","","1"
"Japan","20171207 23:50:00","Gross Domestic Product Annualized","","","","1"
"Japan","20171207 23:50:00","Gross Domestic Product (QoQ)","","","","1"
"Japan","20171207 23:50:00","Trade Balance - BOP Basis","","","","1"
"Japan","20171207 23:50:00","Current Account n.s.a.","","","","1"
