"country","date","name","actual","consensus","previous","volatility"
"Australia","20180209 00:30:00","Investment Lending for Homes","","","","2"
"Australia","20180209 00:30:00","Home Loans","","","","2"
"Australia","20180209 00:30:00","RBA Monetary Policy Statement","","","","3"
"China","20180209 01:30:00","Consumer Price Index (YoY)","","","","2"
"China","20180209 01:30:00","Consumer Price Index (MoM)","","","","2"
"China","20180209 01:30:00","Producer Price Index (YoY)","","","","2"
"Japan","20180209 04:30:00","Tertiary Industry Index (MoM)","","","","2"
"Switzerland","20180209 06:45:00","Unemployment Rate s.a (MoM)","","","","2"
"France","20180209 07:45:00","Industrial Output (MoM)","","","","1"
"Italy","20180209 09:00:00","Industrial Output w.d.a (YoY)","","","","1"
"Italy","20180209 09:00:00","Industrial Output s.a. (MoM)","","","","1"
"United Kingdom","20180209 09:30:00","Industrial Production (YoY)","","","","2"
"United Kingdom","20180209 09:30:00","Manufacturing Production (MoM)","","","","2"
"United Kingdom","20180209 09:30:00","Industrial Production (MoM)","","","","2"
"United Kingdom","20180209 09:30:00","Manufacturing Production (YoY)","","","","2"
"United Kingdom","20180209 09:30:00","Goods Trade Balance","","","","1"
"United Kingdom","20180209 09:30:00","Total Trade Balance","","","","1"
"United Kingdom","20180209 09:30:00","Trade Balance; non-EU","","","","1"
"Greece","20180209 10:00:00","Industrial Production (YoY)","","","","1"
"Russia","20180209 10:30:00","Interest rate decision","","","","2"
"Brazil","20180209 11:00:00","Retail Sales (MoM)","","","","1"
"Portugal","20180209 11:00:00","Global Trade Balance","","","","1"
" USD"","20180209 11:30:00",""FX Reserves","","","","India"
"United Kingdom","20180209 13:00:00","NIESR GDP Estimate (3M)","","","","2"
"Russia","20180209 13:00:00","Foreign Trade","","","","1"
"Canada","20180209 13:30:00","Unemployment Rate","","","","3"
"Canada","20180209 13:30:00","Participation rate","","","","2"
"Canada","20180209 13:30:00","Net Change in Employment","","","","3"
"Mexico","20180209 14:00:00","Industrial Output (MoM)","","","","1"
"Mexico","20180209 14:00:00","Industrial Output (YoY)","","","","1"
"United States","20180209 15:00:00","Wholesale Inventories","","","","1"
"United Kingdom","20180209 16:45:00","MPC Member Cunliffe Speech","","","","2"
"United States","20180209 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20180209 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20180209 20:30:00","CFTC Oil NC net positions","","","","1"
"United States","20180209 20:30:00","CFTC Gold NC net positions","","","","1"
"United Kingdom","20180209 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20180209 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20180209 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20180209 20:30:00","CFTC AUD NC net positions","","","","1"
