"country","date","name","actual","consensus","previous","volatility"
"Japan","20180207 00:00:00","Labor Cash Earnings (YoY)","","","","1"
"Japan","20180207 05:00:00","Leading Economic Index","","","","2"
"Japan","20180207 05:00:00","Coincident Index","","","","2"
"Germany","20180207 07:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","1"
"Germany","20180207 07:00:00","Industrial Production s.a. (MoM)","","","","1"
"France","20180207 07:45:00","Trade Balance EUR","","","","1"
" EUR"","20180207 07:45:00",""Imports","","","","France"
" EUR"","20180207 07:45:00",""Exports","","","","France"
"France","20180207 07:45:00","Current Account","","","","1"
"China","20180207 08:00:00","Foreign Exchange Reserves (MoM)","","","","1"
"European Monetary Union","20180207 08:00:00","Non-monetary policy's ECB meeting","","","","3"
"Switzerland","20180207 08:00:00","Foreign Currency Reserves","","","","1"
"United Kingdom","20180207 08:30:00","Halifax House Prices (3m/YoY)","","","","1"
"United Kingdom","20180207 08:30:00","Halifax House Prices (MoM)","","","","1"
"Italy","20180207 09:00:00","Retail Sales s.a. (MoM)","","","","1"
"Italy","20180207 09:00:00","Retail Sales n.s.a (YoY)","","","","1"
"India","20180207 09:00:00","Reverse Repo Rate","","","","1"
"India","20180207 09:00:00","RBI Interest Rate Decision (Repo Rate)","","","","1"
"European Monetary Union","20180207 09:00:00","ECB's Lautenschläger Speech","","","","2"
"Germany","20180207 10:00:00","10-y Bond Auction","","","","2"
"United States","20180207 12:00:00","MBA Mortgage Applications","","","","1"
"Russia","20180207 13:00:00","Consumer Price Index (MoM)","","","","1"
"United States","20180207 13:30:00","Fed's William Dudley speech","","","","2"
"Canada","20180207 13:30:00","Building Permits (MoM)","","","","1"
"United States","20180207 15:15:00","Fed's Evans Speech","","","","1"
"United States","20180207 15:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20180207 18:00:00","10-Year Note Auction","","","","1"
"United States","20180207 20:00:00","Consumer Credit Change","","","","2"
"New Zealand","20180207 20:00:00","RBNZ Interest Rate Decision","","","","3"
"New Zealand","20180207 20:00:00","RBNZ Rate Statement","","","","3"
"New Zealand","20180207 20:00:00",""Monetary Policy Statement "","","","","3"
"New Zealand","20180207 21:00:00","RBNZ Deputy Governor Grant Spencer speech","","","","2"
"New Zealand","20180207 21:00:00","RBNZ Press Conference","","","","3"
"United States","20180207 22:20:00","FOMC Member Williams speech","","","","2"
"Japan","20180207 23:50:00","Bank lending (YoY)","","","","1"
"Japan","20180207 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20180207 23:50:00","Foreign bond investment","","","","2"
"Japan","20180207 23:50:00","Current Account n.s.a.","","","","1"
"Japan","20180207 23:50:00","Trade Balance - BOP Basis","","","","1"
