"country","date","name","actual","consensus","previous","volatility"
"Australia","20140709 00:30:00","Westpac Consumer Confidence Index","",""," 93.200 ","2"
"Australia","20140709 00:30:00","Westpac Consumer Confidence","","","0.200  %","2"
"China","20140709 01:30:00","Consumer Price Index (YoY)","","2.400  %","2.500  %","2"
"China","20140709 01:30:00","Consumer Price Index (MoM)","","","0.100  %","2"
"Japan","20140709 06:00:00","Machine Tool Orders (YoY)","","","48.700  %","2"
"Canada","20140709 12:15:00","Housing Starts s.a (YoY)",""," 191.000 "," 198.300 ","2"
"Mexico","20140709 13:00:00","12-Month Inflation","","","3.510  %","1"
"Mexico","20140709 13:00:00","Core Inflation","","","0.090  %","1"
"Mexico","20140709 13:00:00","Headline Inflation","","","-0.320  %","1"
"United States","20140709 14:30:00","EIA Crude Oil Stocks change","",""," -3.155 ","1"
"United States","20140709 17:00:00","10-Year Note Auction","","","2.640  %","1"
"United States","20140709 18:00:00","FOMC Minutes","","","","3"
"South Korea","20140709 21:00:00","Export Price Growth (YoY)","","","-8.100  %","1"
"South Korea","20140709 21:00:00","Import Price Growth (YoY)","","","-6.800  %","1"
"New Zealand","20140709 22:30:00","Business NZ PMI","",""," 52.700 ","2"
"United Kingdom","20140709 23:01:00","RICS Housing Price Balance","","55.000  %","57.000  %","1"
"Japan","20140709 23:50:00","Domestic Corporate Goods Price Index (MoM)","","0.100  %","0.300  %","1"
"Japan","20140709 23:50:00","Domestic Corporate Goods Price Index (YoY)","","4.500  %","4.400  %","1"
"Japan","20140709 23:50:00","Foreign investment in Japan stocks","","","¥ -32.500 ","2"
"Japan","20140709 23:50:00","Foreign bond investment","","","¥ -1,051.100 ","2"
"Japan","20140709 23:50:00","Machinery Orders (YoY)","","9.500  %","17.600  %","2"
"Japan","20140709 23:50:00","Machinery Orders (MoM)","","0.900  %","-9.100  %","1"
"Japan","20140709 23:50:00","Tertiary Industry Index (MoM)","","1.900  %","-5.400  %","2"
