"country","date","name","actual","consensus","previous","volatility"
"Germany","20170628 06:00:00","Import Price Index (YoY)","","","","1"
"Germany","20170628 06:00:00","Import Price Index (MoM)","","","","1"
"United Kingdom","20170628 06:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"United Kingdom","20170628 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"Switzerland","20170628 06:00:00","UBS Consumption Indicator","","","","2"
"France","20170628 06:45:00","Consumer Confidence","","","","1"
"Spain","20170628 07:00:00","Retail Sales (YoY)","","","","1"
"European Monetary Union","20170628 08:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20170628 08:00:00","M3 Money Supply (3m)","","","","1"
"European Monetary Union","20170628 08:00:00","M3 Money Supply (YoY)","","","","1"
"Switzerland","20170628 08:00:00","ZEW Survey - Expectations","","","","2"
"Italy","20170628 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20170628 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20170628 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170628 09:00:00","Consumer Price Index (YoY)","","","","1"
"United States","20170628 11:00:00","MBA Mortgage Applications","","","","1"
"United States","20170628 12:30:00","Wholesale Inventories","","","","1"
"United States","20170628 12:30:00","Goods Trade Balance","","","","1"
"United Kingdom","20170628 13:30:00","BOE's Governor Carney speech","","","","3"
"European Monetary Union","20170628 13:30:00","BOE's Governor Carney speech","","","","2"
"Japan","20170628 13:30:00","Bank of Japan Governor Kuroda Speech","","","","3"
"European Monetary Union","20170628 13:30:00","ECB President Draghi's Speech","","","","3"
"Canada","20170628 13:30:00","BoC Governor Poloz Speech","","","","3"
"United States","20170628 14:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20170628 14:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20170628 14:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20170628 17:00:00","7-Year Note Auction","","","","1"
"Canada","20170628 18:20:00","BOC Deputy Governor Patterson Speech","","","","1"
"Japan","20170628 23:50:00","Foreign bond investment","","","","2"
"Japan","20170628 23:50:00","Retail Trade s.a (MoM)","","","","2"
"Japan","20170628 23:50:00","Retail Trade (YoY)","","","","2"
"Japan","20170628 23:50:00","Large Retailer's Sales","","","","2"
