"country","date","name","actual","consensus","previous","volatility"
"China","20151211 02:00:00","M2 Money Supply (YoY)","","","","1"
"China","20151211 02:00:00","New Loans","","","","1"
"China","20151211 05:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Germany","20151211 07:00:00","Wholesale Price Index (YoY)","","","","1"
"Germany","20151211 07:00:00","Wholesale Price Index (MoM)","","","","1"
"Germany","20151211 07:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20151211 07:00:00","Harmonised Index of Consumer Prices (MoM)","","","","1"
"Germany","20151211 07:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20151211 07:00:00","Consumer Price Index (MoM)","","","","1"
"France","20151211 07:45:00","Current Account","","","","1"
"Italy","20151211 09:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20151211 09:00:00","Industrial Output w.d.a (YoY)","","","","1"
"United Kingdom","20151211 09:30:00","Consumer Inflation Expectations","","","","1"
"Portugal","20151211 10:00:00","Consumer Price Index (YoY)","","","","1"
"Portugal","20151211 10:00:00","Consumer Price Index (MoM)","","","","1"
"European Monetary Union","20151211 10:15:00","Targeted LTRO","","","","3"
"India","20151211 11:30:00","Trade Deficit - RBI","","","","1"
"India","20151211 11:30:00","M3 Money Supply","","","","1"
"India","20151211 11:30:00","Balance Payment $","","","","1"
"India","20151211 11:30:00","Bank Loan Growth","","","","1"
"India","20151211 11:30:00","Current Account Balance $","","","","1"
" USD"","20151211 11:30:00",""FX Reserves","","","","India"
"India","20151211 12:00:00","Manufacturing Output","","","","1"
"India","20151211 12:00:00","Industrial Output","","","","1"
"India","20151211 12:00:00","Cumulative Industrial Output","","","","1"
"United States","20151211 13:30:00","Retail control","","","","2"
"United States","20151211 13:30:00","Retail Sales (MoM)","","","","3"
"United States","20151211 13:30:00","Retail Sales ex Autos (MoM)","","","","3"
"United States","20151211 13:30:00","Producer Price Index (YoY)","","","","2"
"United States","20151211 13:30:00","Producer Price Index ex Food & Energy (MoM)","","","","1"
"United States","20151211 13:30:00","Producer Price Index ex Food & Energy (YoY)","","","","1"
"United States","20151211 13:30:00","Producer Price Index (MoM)","","","","1"
"United States","20151211 15:00:00","Reuters/Michigan Consumer Sentiment Index","","","","1"
"United States","20151211 15:00:00","Business Inventories","","","","1"
