"country","date","name","actual","consensus","previous","volatility"
"Australia","20161202 00:30:00","Retail Sales s.a. (MoM)","","","","2"
"Switzerland","20161202 06:45:00","Gross Domestic Product (YoY)","","","","2"
"Switzerland","20161202 06:45:00","Gross Domestic Product s.a. (QoQ)","","","","2"
"Brazil","20161202 08:00:00","Fipe's IPC Inflation","","","","1"
"Spain","20161202 08:00:00","Unemployment Change","","","","1"
"United Kingdom","20161202 09:30:00","PMI Construction","","","","2"
"European Monetary Union","20161202 10:00:00","Producer Price Index (MoM)","","","","1"
"European Monetary Union","20161202 10:00:00","Producer Price Index (YoY)","","","","1"
"Brazil","20161202 11:00:00","Industrial Output (MoM)","","","","1"
"Brazil","20161202 11:00:00","Industrial Output (YoY)","","","","1"
" USD"","20161202 11:30:00",""FX Reserves","","","","India"
"United States","20161202 13:30:00","Unemployment Rate","","","","3"
"United States","20161202 13:30:00","Labor Force Participation Rate","","","","3"
"United States","20161202 13:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20161202 13:30:00","Average Weekly Hours","","","","2"
"United States","20161202 13:30:00","Average Hourly Earnings (YoY)","","","","2"
"United States","20161202 13:30:00","Nonfarm Payrolls","","","","3"
"Canada","20161202 13:30:00","Labor Productivity (QoQ)","","","","1"
"Canada","20161202 13:30:00","Unemployment Rate","","","","2"
"Canada","20161202 13:30:00","Participation rate","","","","2"
"Canada","20161202 13:30:00","Net Change in Employment","","","","2"
"United States","20161202 13:45:00","FOMC Member Brainard Speech","","","","0"
"United States","20161202 14:45:00","ISM New York index","","","","1"
"United States","20161202 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20161202 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20161202 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20161202 20:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20161202 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20161202 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20161202 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20161202 20:30:00","CFTC AUD NC net positions","","","","1"
