"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20170331 00:00:00","ANZ Business Confidence","","","","1"
"New Zealand","20170331 00:00:00","ANZ Activity Outlook","","","","1"
"Australia","20170331 00:30:00","Private Sector Credit (MoM)","","","","1"
"Australia","20170331 00:30:00","Private Sector Credit (YoY)","","","","1"
"China","20170331 01:00:00","Non-manufacturing PMI","","","","2"
"China","20170331 01:00:00","NBS Manufacturing PMI","","","","2"
"Japan","20170331 05:00:00","Annualized Housing Starts","","","","1"
"Japan","20170331 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20170331 05:00:00","Construction Orders (YoY)","","","","1"
"Germany","20170331 06:00:00","Retail Sales (YoY)","","","","1"
"Germany","20170331 06:00:00","Retail Sales (MoM)","","","","1"
"United Kingdom","20170331 06:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"United Kingdom","20170331 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"France","20170331 06:45:00","Producer Prices (MoM)","","","","1"
"France","20170331 06:45:00","Consumer Spending (MoM)","","","","1"
"France","20170331 06:45:00","Consumer Price Index (EU norm) (YoY)","","","","2"
"Spain","20170331 07:00:00","Retail Sales (YoY)","","","","1"
"Germany","20170331 08:00:00","Unemployment Rate s.a.","","","","2"
"Germany","20170331 08:00:00","Unemployment Change","","","","2"
"Spain","20170331 08:00:00","Current Account Balance","","","","1"
"United Kingdom","20170331 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20170331 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20170331 08:30:00","Total Business Investment (QoQ)","","","","1"
"United Kingdom","20170331 08:30:00","Total Business Investment (YoY)","","","","1"
"United Kingdom","20170331 08:30:00","Index of Services (3M/3M)","","","","1"
"United Kingdom","20170331 08:30:00","Current Account","","","","1"
"Italy","20170331 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20170331 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20170331 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20170331 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20170331 09:00:00","Wage Inflation (MoM)","","","","1"
"Italy","20170331 09:00:00","Wage Inflation (YoY)","","","","1"
"European Monetary Union","20170331 09:00:00","Consumer Price Index (YoY)","","","","2"
"European Monetary Union","20170331 09:00:00","Consumer Price Index - Core (YoY)","","","","2"
" INR"","20170331 10:30:00",""Federal Fiscal Deficit","","","","India"
"Italy","20170331 11:00:00","Producer Price Index (YoY)","","","","1"
"Italy","20170331 11:00:00","Producer Price Index (MoM)","","","","1"
"India","20170331 11:30:00","Bank Loan Growth","","","","1"
"India","20170331 11:30:00","Infrastructure Output (YoY)","","","","1"
" USD"","20170331 11:30:00",""FX Reserves","","","","India"
"United States","20170331 12:30:00","Personal Income (MoM)","","","","2"
"United States","20170331 12:30:00","Core Personal Consumption Expenditure - Price Index (MoM)","","","","2"
"United States","20170331 12:30:00","Personal Consumption Expenditures - Price Index (YoY)","","","","2"
"United States","20170331 12:30:00","Core Personal Consumption Expenditure - Price Index (YoY)","","","","2"
"United States","20170331 12:30:00","Personal Consumption Expenditures - Price Index (MoM)","","","","2"
"United States","20170331 12:30:00","Personal Spending","","","","2"
"Canada","20170331 12:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20170331 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20170331 14:00:00","Michigan Consumer Sentiment Index","","","","1"
"Brazil","20170331 14:30:00","Nominal Budget Balance","","","","1"
"Brazil","20170331 14:30:00","Primary Budget Surplus","","","","1"
"United States","20170331 18:00:00","Baker Hughes US Oil Rig Count","","","","1"
"Brazil","20170331 20:00:00","Unemployment Rate","","","","1"
"United States","20170331 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170331 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20170331 20:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170331 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170331 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170331 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170331 20:30:00","CFTC AUD NC net positions","","","","1"
