"country","date","name","actual","consensus","previous","volatility"
"Australia","20170516 01:30:00","New Motor Vehicle Sales (MoM)","","","","1"
"Australia","20170516 01:30:00","New Motor Vehicle Sales (YoY)","","","","1"
"Australia","20170516 01:30:00","RBA Meeting's Minutes","","","","3"
"China","20170516 02:00:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"Japan","20170516 04:30:00","Tertiary Industry Index (MoM)","","","","2"
"France","20170516 06:45:00","Consumer Price Index (EU norm) (YoY)","","","","1"
"France","20170516 06:45:00","Consumer Price Index (EU norm) (MoM)","","","","1"
"France","20170516 06:45:00","Inflation ex-tobacco (MoM)","","","","1"
"Italy","20170516 08:00:00","Gross Domestic Product (YoY)","","","","2"
"Italy","20170516 08:00:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20170516 08:30:00","Retail Price Index (MoM)","","","","1"
"United Kingdom","20170516 08:30:00","Retail Price Index (YoY)","","","","1"
"United Kingdom","20170516 08:30:00","DCLG House Price Index (YoY)","","","","1"
"United Kingdom","20170516 08:30:00","Producer Price Index - Output (MoM) n.s.a","","","","2"
"United Kingdom","20170516 08:30:00","PPI Core Output (MoM) n.s.a","","","","2"
"United Kingdom","20170516 08:30:00","Producer Price Index - Output (YoY) n.s.a","","","","2"
"United Kingdom","20170516 08:30:00","Producer Price Index - Input (YoY) n.s.a","","","","2"
"United Kingdom","20170516 08:30:00",""PPI Core Output (YoY) n.s.a "","","","","2"
"United Kingdom","20170516 08:30:00","Producer Price Index - Input (MoM) n.s.a","","","","2"
"United Kingdom","20170516 08:30:00","Core Consumer Price Index (YoY)","","","","2"
"United Kingdom","20170516 08:30:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20170516 08:30:00","Consumer Price Index (YoY)","","","","2"
"United Kingdom","20170516 08:30:00","Consumer Price Index (MoM)","","","","2"
"Germany","20170516 09:00:00","ZEW Survey - Economic Sentiment","","","","2"
"Germany","20170516 09:00:00","ZEW Survey - Current Situation","","","","2"
"European Monetary Union","20170516 09:00:00","Trade Balance n.s.a.","","","","2"
"European Monetary Union","20170516 09:00:00","Trade Balance s.a.","","","","2"
"European Monetary Union","20170516 09:00:00","Gross Domestic Product s.a. (QoQ)","","","","3"
"European Monetary Union","20170516 09:00:00","Gross Domestic Product s.a. (YoY)","","","","3"
"European Monetary Union","20170516 09:00:00","ZEW Survey - Economic Sentiment","","","","2"
"Spain","20170516 09:30:00","3-Month Letras Auction","","","","1"
"Spain","20170516 09:30:00","9-Month Letras Auction","","","","1"
"United States","20170516 12:30:00","Building Permits Change","","","","2"
"United States","20170516 12:30:00","Housing Starts Change","","","","2"
"United States","20170516 12:30:00","Housing Starts (MoM)","","","","2"
"United States","20170516 12:30:00","Building Permits (MoM)","","","","2"
"United States","20170516 12:55:00","Redbook index (YoY)","","","","1"
"United States","20170516 12:55:00","Redbook index (MoM)","","","","1"
"United States","20170516 13:15:00","Industrial Production (MoM)","","","","2"
"United States","20170516 13:15:00","Capacity Utilization","","","","2"
"New Zealand","20170516 14:00:00","GDT Price Index","","","","1"
"United States","20170516 15:30:00","4-Week Bill Auction","","","","1"
"United States","20170516 20:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20170516 22:45:00","Producer Price Index - Output (QoQ)","","","","1"
"New Zealand","20170516 22:45:00","Producer Price Index - Input (QoQ)","","","","1"
"Japan","20170516 23:50:00","Machinery Orders (YoY)","","","","1"
"Japan","20170516 23:50:00","Machinery Orders (MoM)","","","","1"
