"country","date","name","actual","consensus","previous","volatility"
"Australia","20150211 00:30:00","Investment Lending for Homes","6.000  %","","-2.200  %","2"
"Australia","20150211 00:30:00","Home Loans","2.700  %","2.000  %","-0.400  %","2"
"New Zealand","20150211 02:00:00","REINZ House Price Index (MoM)","-1.000  %","","-1.000  %","2"
"United Kingdom","20150211 10:54:00","30-y Bond Auction","2.360  %","","2.700  %","1"
"United States","20150211 12:00:00","MBA Mortgage Applications","","","1.300  %","2"
"United States","20150211 13:00:00","Fed's Richard Fisher's speech","","","","2"
"Mexico","20150211 14:00:00","Industrial Output (MoM)","","","0.200  %","1"
"Mexico","20150211 14:00:00","Industrial Output (YoY)","","","1.800  %","1"
"United States","20150211 15:30:00","EIA Crude Oil Stocks change",""," 3.733 "," 6.300 ","1"
"European Monetary Union","20150211 16:30:00","Eurogroup meeting","","","","3"
"United States","20150211 18:00:00","10-Year Note Auction","","","1.930  %","1"
"United States","20150211 19:00:00","Monthly Budget Statement","","$ -10.000 ","$ 2.000 ","1"
"New Zealand","20150211 21:30:00","Business NZ PMI","",""," 57.700 ","2"
"Australia","20150211 22:00:00","RBA Assist Gov Debelle Speech","","","","2"
"Japan","20150211 23:50:00","Domestic Corporate Goods Price Index (YoY)","","1.100  %","1.900  %","1"
"Japan","20150211 23:50:00","Domestic Corporate Goods Price Index (MoM)","","-0.600  %","-0.400  %","1"
"Japan","20150211 23:50:00","Machinery Orders (YoY)","","5.900  %","-14.600  %","2"
"Japan","20150211 23:50:00","Machinery Orders (MoM)","","2.400  %","1.300  %","2"
