"country","date","name","actual","consensus","previous","volatility"
"Australia","20180202 00:30:00","Producer Price Index (QoQ)","","","","1"
"Australia","20180202 00:30:00","Producer Price Index (YoY)","","","","1"
"Brazil","20180202 07:00:00","Fipe's IPC Inflation","","","","1"
"Spain","20180202 08:00:00","Unemployment Change","","","","1"
"United Kingdom","20180202 09:30:00","PMI Construction","","","","2"
"Italy","20180202 10:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Italy","20180202 10:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20180202 10:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20180202 10:00:00","Consumer Price Index (YoY)","","","","1"
"European Monetary Union","20180202 10:00:00","Producer Price Index (YoY)","","","","2"
"European Monetary Union","20180202 10:00:00","Producer Price Index (MoM)","","","","1"
"India","20180202 11:30:00","Bank Loan Growth","","","","1"
" USD"","20180202 11:30:00",""FX Reserves","","","","India"
"Russia","20180202 13:00:00","Gross Domestic Product Quarterly (YoY)","","","","1"
"United States","20180202 13:30:00","Average Weekly Hours","","","","2"
"United States","20180202 13:30:00","Average Hourly Earnings (YoY)","","","","2"
"United States","20180202 13:30:00","Nonfarm Payrolls","","","","3"
"United States","20180202 13:30:00","Unemployment Rate","","","","3"
"United States","20180202 13:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20180202 13:30:00","Labor Force Participation Rate","","","","2"
"United States","20180202 14:45:00","ISM NY index - Business Conditions","","","","1"
"United States","20180202 15:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20180202 15:00:00","Factory Orders (MoM)","","","","2"
"United States","20180202 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20180202 19:30:00","FOMC Member Williams speech","","","","2"
"United States","20180202 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20180202 20:30:00","CFTC Oil NC net positions","","","","1"
"United States","20180202 20:30:00","CFTC USD NC net positions","","","","1"
"United Kingdom","20180202 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20180202 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20180202 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20180202 20:30:00","CFTC AUD NC net positions","","","","1"
