"country","date","name","actual","consensus","previous","volatility"
"China","20130124 01:45:00","HSBC Manufacturing PMI","",""," 51.500 ","2"
"Germany","20130124 08:28:00","Markit Manufacturing PMI",""," 46.800 "," 46.000 ","2"
"Germany","20130124 08:28:00","Markit Services PMI",""," 52.000 "," 52.000 ","2"
"European Monetary Union","20130124 08:58:00","Markit Manufacturing PMI",""," 46.800 "," 46.100 ","2"
"European Monetary Union","20130124 08:58:00","Markit PMI Composite",""," 47.500 "," 47.200 ","2"
"European Monetary Union","20130124 08:58:00","Markit Services PMI",""," 48.000 "," 47.800 ","2"
"United Kingdom","20130124 09:30:00","BBA Mortgage Approvals",""," 34.100 "," 33.600 ","2"
"South Africa","20130124 13:00:00","SARB Interest Rate Decision","","","5.000  %","1"
"United States","20130124 13:30:00","Initial Jobless Claims",""," 355.000 "," 335.000 ","1"
"United States","20130124 13:30:00","Continuing Jobless Claims",""," 3.200 "," 3.214 ","1"
"United States","20130124 13:58:00","Markit Manufacturing PMI",""," 53.000 "," 54.000 ","2"
"Mexico","20130124 14:00:00","1st half-month Core Inflation","","","0.260  %","1"
"Mexico","20130124 14:00:00","1st half-month Inflation","","","0.270  %","1"
"Belgium","20130124 14:00:00","Leading Indicator","",""," -11.800 ","1"
"United States","20130124 15:00:00","CB Leading Indicator (MoM)","","0.300  %","-0.200  %","2"
"United States","20130124 15:30:00","EIA Natural Gas Storage change","",""," -148.000 ","1"
"United States","20130124 16:00:00","EIA Crude Oil Stocks change","",""," -0.951 ","1"
"United States","20130124 16:00:00","Kansas Fed manufacturing activity","",""," -2.000 ","1"
"United Kingdom","20130124 18:30:00","MPC Member Weale Speech","","","","1"
"Argentina","20130124 19:00:00","Industrial Output (MoM)","",""," 0.900 ","1"
"Argentina","20130124 19:00:00","Industrial Output n.s.a (YoY)","","","-1.400  %","1"
"Japan","20130124 23:30:00","National Consumer Price Index (YoY)","","-0.200  %","-0.200  %","3"
"Japan","20130124 23:30:00","National CPI Ex Food, Energy (YoY)","","-0.500  %","-0.600  %","2"
"Japan","20130124 23:30:00","National CPI Ex-Fresh Food (YoY)","","-0.200  %","-0.100  %","2"
"Japan","20130124 23:30:00","Tokyo Consumer Price Index (YoY)","","","-0.600  %","1"
"Japan","20130124 23:30:00","Tokyo CPI ex Food, Energy (YoY)","","","-0.500  %","1"
"Japan","20130124 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","-0.500  %","-0.600  %","1"
"Japan","20130124 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","3"
