"country","date","name","actual","consensus","previous","volatility"
"Japan","20130426 02:00:00","BoJ Interest Rate Decision","","0.100  %","0.100  %","2"
"Japan","20130426 02:00:00","BoJ Monetary Policy Statement and press conference","","","","2"
"Japan","20130426 06:00:00","BoJ outlook report","","","","2"
"Switzerland","20130426 07:00:00","KOF Leading Indicator",""," 0.980 "," 0.990 ","2"
"Switzerland","20130426 08:00:00","SNB Chairman Jordan Speech","","","","2"
"United States","20130426 12:30:00","Gross Domestic Product Annualized","","3.000  %","0.400  %","3"
"United States","20130426 12:30:00","Gross Domestic Product Price Index","","1.400  %","1.000  %","2"
"United States","20130426 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","1.100  %","1.600  %","2"
"United States","20130426 12:30:00","Core Personal Consumption Expenditures (QoQ)","","1.200  %","1.000  %","2"
"Mexico","20130426 13:00:00","Trade Balance s/a, $","","","$ -0.676 ","1"
"Mexico","20130426 13:00:00","Trade Balance, $","","","$ 0.046 ","1"
"United States","20130426 13:55:00","Reuters/Michigan Consumer Sentiment Index",""," 73.200 "," 72.300 ","2"
"Mexico","20130426 14:00:00","Central Bank Interest Rate","","","4.000  %","1"
