"country","date","name","actual","consensus","previous","volatility"
"Japan","20170502 00:20:00","Bank of Japan Governor Kuroda Speech","","","","3"
"Japan","20170502 00:30:00","Markit Services PMI","","","","1"
"China","20170502 01:45:00","Caixin Manufacturing PMI","","","","2"
"Australia","20170502 04:30:00","RBA Interest Rate Decision","","","","3"
"Australia","20170502 04:30:00","RBA Rate Statement","","","","3"
"Spain","20170502 07:15:00","Markit Manufacturing PMI","","","","1"
"Switzerland","20170502 07:30:00","SVME - Purchasing Managers' Index","","","","1"
"Italy","20170502 07:45:00","Markit Manufacturing PMI","","","","1"
"France","20170502 07:50:00","Markit Manufacturing PMI","","","","1"
"Germany","20170502 07:55:00","Markit Manufacturing PMI","","","","2"
"Italy","20170502 08:00:00","Unemployment","","","","2"
"Greece","20170502 08:00:00","Markit Manufacturing PMI","","","","1"
"European Monetary Union","20170502 08:00:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20170502 08:30:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20170502 09:00:00","Unemployment Rate","","","","2"
"Australia","20170502 09:30:00","Budget Release","","","","3"
"United States","20170502 12:55:00","Redbook index (YoY)","","","","1"
"United States","20170502 12:55:00","Redbook index (MoM)","","","","1"
"Brazil","20170502 13:00:00","HSBC PMI Manufacturing","","","","1"
"New Zealand","20170502 14:00:00","GDT Price Index","","","","2"
"United States","20170502 15:30:00","4-Week Bill Auction","","","","1"
"Brazil","20170502 17:00:00","Trade Balance","","","","1"
"United States","20170502 19:30:00","Total Vehicle Sales","","","","1"
"United States","20170502 20:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20170502 22:45:00","Employment Change","","","","2"
"New Zealand","20170502 22:45:00","Unemployment Rate","","","","2"
"New Zealand","20170502 22:45:00","Participation Rate","","","","2"
"New Zealand","20170502 22:45:00","Labour cost index (QoQ)","","","","1"
"New Zealand","20170502 22:45:00","Labour cost index (YoY)","","","","1"
"United Kingdom","20170502 23:01:00","BRC Shop Price Index (YoY)","","","","1"
"Australia","20170502 23:30:00","AiG Performance of Services Index","","","","1"
