"country","date","name","actual","consensus","previous","volatility"
"United States","20150703 00:00:00","Independence Day","","","","0"
"Australia","20150703 01:30:00","Retail Sales s.a. (MoM)","","","","2"
"Japan","20150703 01:35:00","Markit Services PMI","","","","1"
"China","20150703 01:45:00","HSBC China Services PMI","","","","2"
"United Kingdom","20150703 07:00:00","Halifax House Prices (MoM)","","","","1"
"United Kingdom","20150703 07:00:00","Halifax House Prices (3m/YoY)","","","","1"
"Spain","20150703 07:15:00","Markit Services PMI","","","","3"
"Italy","20150703 07:45:00","Markit Services PMI","","","","1"
"France","20150703 07:50:00","Markit PMI Composite","","","","1"
"France","20150703 07:50:00","Markit Services PMI","","","","1"
"Germany","20150703 07:55:00","Markit Services PMI","","","","1"
"Germany","20150703 07:55:00","Markit PMI Composite","","","","1"
"European Monetary Union","20150703 08:00:00","Markit Services PMI","","","","1"
"European Monetary Union","20150703 08:00:00","Markit PMI Composite","","","","1"
"United Kingdom","20150703 08:30:00","Markit Services PMI","","","","1"
"European Monetary Union","20150703 09:00:00","Retail Sales (MoM)","","","","1"
"European Monetary Union","20150703 09:00:00","Retail Sales (YoY)","","","","1"
" USD"","20150703 11:00:00",""FX Reserves","","","","India"
